"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000168143",58.2743056475666,-5.70941515761369,0.441493438475293,-12.9320498563496,2.96798738058891e-38,8.3231242375655e-36,"FAM83B"
"ENSG00000070526",1220.42410785541,-3.71279219146068,0.443975336257811,-8.36260910967521,6.13462055882916e-17,2.02503217258776e-15,"ST6GALNAC1"
"ENSG00000154678",56.0904296184,1.34139033685026,0.560500478749036,2.3932010546076,0.0167020859047287,0.0416282739145518,"PDE1C"
"ENSG00000104205",181.966394090592,1.08848894000293,0.317959815572854,3.42335379092433,0.00061853516293151,0.00238802960614036,"SGK3"
"ENSG00000146648",2053.60903930333,-1.00157751630016,0.300839971683528,-3.32927007902322,0.000870739236546312,0.00324322263304477,"EGFR"
"ENSG00000156127",127.028438781792,2.66650119553773,0.462756379153804,5.76221380332712,8.30177395426082e-09,8.87751351644868e-08,"BATF"
"ENSG00000253032",2.05718210927442,-4.3964229350435,1.36695854644572,-3.21620794315585,0.00129896673467821,0.0046071862695927,"RNU6-299P"
"ENSG00000164825",1392.31995732637,-4.63982909750383,1.11789793403818,-4.1504943843517,3.31757908312974e-05,0.000173035421464264,"DEFB1"
"ENSG00000185686",260.609175533304,-3.0168608718081,0.572264719128756,-5.27179253056369,1.35097744869141e-07,1.15986922247309e-06,"PRAME"
"ENSG00000185681",28.6794324368594,-2.10853888326615,0.646947460275471,-3.25921193410101,0.00111722174427889,0.00403604089318956,"MORN5"
"ENSG00000144648",140.596153533527,-2.35714201321076,0.452509263092652,-5.20904698635556,1.89813045704332e-07,1.58253132798116e-06,"ACKR2"
"ENSG00000144649",156.822060000747,-1.07129054059277,0.387013773106813,-2.76809409647833,0.00563851734755126,0.0164341283662577,"GASK1A"
"ENSG00000015285",509.886000625891,2.04428701018125,0.445280123779104,4.59101338912534,4.41099035647007e-06,2.78938201551614e-05,"WAS"
"ENSG00000144642",522.572936749117,2.35674343719931,0.357657696951345,6.58938268989613,4.41659038166735e-11,6.69990955471742e-10,"RBMS3"
"ENSG00000144644",1.84713019206232,4.00706880567146,1.34454191033563,2.98024834694159,0.00288014777561454,0.00919869229963703,"GADL1"
"ENSG00000106366",3791.31916521462,2.1026516954189,0.517000665208373,4.06701932302436,4.76182959771912e-05,0.000239375873528497,"SERPINE1"
"ENSG00000105559",1270.92201122964,1.35985744031105,0.281796174155503,4.82567744003738,1.39528175422606e-06,9.7842543391697e-06,"PLEKHA4"
"ENSG00000100784",1232.85339768714,-3.50055211990487,0.347519170020116,-10.0729755993093,7.27433334543686e-24,5.11179499679575e-22,"RPS6KA5"
"ENSG00000137441",8.85683638616243,1.11657034677465,0.454966107746313,2.45418357052048,0.0141204877466185,0.0361456539263808,"FGFBP2"
"ENSG00000143036",359.114123044414,-1.14295303452878,0.291626184064467,-3.91924009908561,8.88285914527781e-05,0.000421139313498508,"SLC44A3"
"ENSG00000207948",30.6733658479564,-2.49414077758485,0.303661541014293,-8.21355502989905,2.14734248099292e-16,6.67701124193509e-15,"MIR328"
"ENSG00000135960",10.3204649190597,-2.78583213934707,0.73544545211468,-3.78795209262192,0.000151894128062292,0.000684755890420242,"EDAR"
"ENSG00000023171",541.156690033878,3.3525836402326,0.25956922162396,12.9159521273655,3.65889877474772e-38,9.98081060318909e-36,"GRAMD1B"
"ENSG00000259772",23.897539538158,1.76675459636741,0.69300249870674,2.54942023970256,0.0107902189916434,0.0287592210928452,"LINC03034"
"ENSG00000259774",26.5733191572375,-1.8517441509198,0.424614170359793,-4.36100413076356,1.29466922110656e-05,7.43072774455307e-05,"LOC103171574"
"ENSG00000108001",35.6475036268548,1.77394566860585,0.289226920904181,6.13340439769627,8.60181191037577e-10,1.07588982152036e-08,"EBF3"
"ENSG00000137809",4188.78929629224,5.93670778113025,0.580760598442338,10.2222977885434,1.57560995629374e-24,1.17606349125746e-22,"ITGA11"
"ENSG00000279833",357.77900031301,1.27051443269582,0.203768499321816,6.23508754750783,4.51525501117329e-10,5.91120165206221e-09,NA
"ENSG00000279838",28.6805499695961,-2.33895484782098,0.468811511328767,-4.98911564946776,6.0656327756145e-07,4.58220989589851e-06,NA
"ENSG00000184831",346.286994929648,-1.41422383368218,0.307088185857265,-4.60526942687242,4.11932179778663e-06,2.62206978923177e-05,"APOO"
"ENSG00000182240",2696.84478295677,-1.60819958159032,0.297600581709003,-5.40388588071657,6.5212442849928e-08,5.96938547942324e-07,"BACE2"
"ENSG00000138400",49.4949881513407,-1.37270344695677,0.367202210216902,-3.73827664639036,0.000185285998830091,0.000817720182811868,"MDH1B"
"ENSG00000254872",7.39461562043081,-2.46637493649434,0.681894890936884,-3.61694297651311,0.000298102943845458,0.00125015750286888,"LINC02688"
"ENSG00000154198",4.55387719681614,-5.17721848278944,1.1141845751168,-4.64664347219736,3.37379514867791e-06,2.18506577231231e-05,NA
"ENSG00000225554",5.73882134769059,2.59851697098438,1.08781106203192,2.38875762683514,0.0169054509877293,0.042054797076588,NA
"ENSG00000225556",13.2524812583703,-1.31644502369347,0.544652362344043,-2.41703720521442,0.0156474176617672,0.0393889609361566,"C2CD4D"
"ENSG00000176083",74.0542902503038,-2.20356662956687,0.633546496210293,-3.47814508129713,0.000504896571931124,0.00199551192536424,"ZNF683"
"ENSG00000229245",1.46301979484931,-3.93386300403567,1.12262295670933,-3.50417117387901,0.000458030841137983,0.00183053721619423,NA
"ENSG00000229246",0.866278965117737,-3.14688895285034,1.29437584119544,-2.43120186015214,0.0150488277694238,0.0381570649237432,NA
"ENSG00000170909",204.275516746248,4.36269243849567,0.421577965825307,10.3484830616206,4.25168727400765e-25,3.33968922366161e-23,"OSCAR"
"ENSG00000157350",771.82012870921,1.16429135584787,0.150675490274153,7.72714496385211,1.09985376117772e-14,2.74789441781006e-13,"ST3GAL2"
"ENSG00000171051",562.767407141182,3.97973436970116,0.417067147440416,9.54219097362427,1.39846051194997e-21,7.82876979880054e-20,"FPR1"
"ENSG00000129354",746.306858954658,-5.49646212997998,0.669966197151673,-8.2040887336524,2.32346455757727e-16,7.17262114348392e-15,"AP1M2"
"ENSG00000264666",145.893975182738,-1.05848602860124,0.236740332785149,-4.47108448378273,7.78239450786482e-06,4.69289649523697e-05,NA
"ENSG00000166670",470.241589088193,-3.01010376620987,1.24348990642469,-2.42069014847462,0.0154910751646268,0.0390707910725218,"MMP10"
"ENSG00000234425",1.22999088417949,3.80144289549304,1.57091012919055,2.4198983919289,0.0155248444120858,0.0391362246012808,NA
"ENSG00000110195",68.4689553650967,-2.68008319099855,0.536116468353268,-4.9990689508768,5.76078015001568e-07,4.37987021073369e-06,"FOLR1"
"ENSG00000211898",98.3173424626819,5.34713073785479,0.967492390173576,5.52679358738467,3.26136287968858e-08,3.14967668387304e-07,"IGHD"
"ENSG00000211899",3539.3216584628,7.05025521176481,0.566932494523665,12.4357931144667,1.67074216455509e-35,3.55548151699576e-33,"IGHM"
"ENSG00000211896",43086.0645965558,7.03093379082854,0.71200675636748,9.87481330472058,5.35325526716499e-23,3.47683501183014e-21,"IGHG1"
"ENSG00000211897",4527.49905660028,6.01031666783716,1.09771789468218,5.47528349219206,4.36811737008961e-08,4.12558167475319e-07,"IGHG3"
"ENSG00000211895",17713.1263374223,8.94283308604609,0.626828503311105,14.2667939297706,3.52411590984234e-46,1.99518154699489e-43,"IGHA1"
"ENSG00000211892",2318.91543216386,7.50401860707553,0.708376251163033,10.5932667770203,3.20217736059908e-26,2.84273768882059e-24,"IGHG4"
"ENSG00000211893",7015.54014840016,8.43769016633266,0.631888807283027,13.3531248996366,1.1358233940443e-40,3.7868351957437e-38,"IGHG2"
"ENSG00000211890",3507.5963242718,8.76438016927739,0.61562535082617,14.2365485071653,5.43456377251925e-46,2.96490037378569e-43,"IGHA2"
"ENSG00000211891",6.02773859957845,4.99158499929918,0.966836521203894,5.16280145591078,2.43281139806637e-07,1.98151299702442e-06,"IGHE"
"ENSG00000105370",6.23434627256204,-5.24911680713279,1.07189599518911,-4.89703929363659,9.72913892543227e-07,7.04640460044703e-06,"LIM2"
"ENSG00000105376",42.9105414262284,6.16778499273265,0.550924584673226,11.1953344692196,4.29777268510209e-29,5.17907498751701e-27,"ICAM5"
"ENSG00000105374",1062.13742533326,-2.20293382072139,0.530521095413407,-4.15239627559911,3.29011892442772e-05,0.000171782335908088,"NKG7"
"ENSG00000185442",497.182993562729,-1.71225456001332,0.28534627686012,-6.00061994449181,1.9656558638966e-09,2.32393498235151e-08,"FAM174B"
"ENSG00000163412",1777.62017728476,-1.57781478307113,0.377800507881407,-4.17631726309487,2.96266535986761e-05,0.000156647994340418,"EIF4E3"
"ENSG00000038945",3725.4412793408,4.69116237071981,0.476013272718331,9.85510833328315,6.51464025962138e-23,4.20383431462794e-21,"MSR1"
"ENSG00000224825",20.4086320840601,-3.05497265978343,0.466061034478394,-6.55487679462947,5.56878342516199e-11,8.31327937589108e-10,NA
"ENSG00000146409",373.750622933425,1.16819003521714,0.255608122984216,4.57023830689947,4.87169918690765e-06,3.06072457710115e-05,"SLC18B1"
"ENSG00000247095",99.9325456511097,-2.08412137250283,0.440738278927566,-4.72870515711514,2.25956232891261e-06,1.52018895159981e-05,"MIR210HG"
"ENSG00000267257",148.399995300405,3.1461734587223,0.622189884952303,5.05661299679194,4.26768045513046e-07,3.31751346467991e-06,NA
"ENSG00000114455",4.37061946110065,-2.49018384205355,0.77732684221167,-3.20352225965646,0.0013575754490672,0.00478339700853811,"HHLA2"
"ENSG00000114450",1582.1749193634,1.34141054810504,0.20312866229347,6.60374824980157,4.00890087104074e-11,6.14356892423128e-10,"GNB4"
"ENSG00000229657",7.53292412811329,3.72503397832508,0.834744791325422,4.46248244617425,8.10155672181768e-06,4.86677299289012e-05,"RPL13AP11"
