"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"201839_s_at",-1439.01493687,804.100661065,-16.1592291212101,1.64723660758283e-12,4.09375734179961e-09,5.90115242527978,"EPCAM"
"208864_s_at",-1362.8663516,1440.5227302,-15.8923434727558,2.21000151168003e-12,5.25355794135243e-09,5.85446524111665,"TXN"
"202371_at",1542.6803604,1515.2165578,15.751270173694,2.58591380451943e-12,5.85134921691111e-09,5.82900547201758,"TCEAL4"
"201690_s_at",-276.45011062,225.87518079,-15.6904342081754,2.76819754998046e-12,5.85134921691111e-09,5.81785445192206,"TPD52"
"235606_at",94.8094684925,85.13154569375,15.6779440090508,2.80726254138444e-12,5.85134921691111e-09,5.81555205206483,NA
"208937_s_at",-2062.30219075,1598.955110625,-15.6152603074371,3.01224027250535e-12,5.85134921691111e-09,5.80392973309764,"ID1"
"202992_at",3092.6638274975,1585.48572975125,15.5842718465176,3.11931740648007e-12,5.85134921691111e-09,5.79814227694878,"C7"
"212673_at",-203.579642825,313.6119845375,-15.5765257973552,3.14670191078782e-12,5.85134921691111e-09,5.79669126100079,"METAP1"
"37117_at",-157.209145605,117.9482044975,-15.538828109594,3.28362117202109e-12,5.85134921691111e-09,5.7896046375279,NA
"204303_s_at",62.327985845,90.4210743675,15.5137259852705,3.37824852219085e-12,5.85134921691111e-09,5.78486272016187,"CTIF"
"207480_s_at",346.110671335,318.4551086825,15.4931051919673,3.45812189876963e-12,5.85134921691111e-09,5.7809534706293,"MEIS2"
"229529_at",125.4236257725,105.36554091375,15.4745524004976,3.53167853969944e-12,5.85134921691111e-09,5.77742552637773,NA
"236010_at",84.81986675,85.459982455,15.1648807600296,5.0345771342025e-12,8.09604425919181e-09,5.71700228983902,NA
"227484_at",103.085595595,142.8450719525,15.1168228530728,5.3223159340233e-12,8.31421781979211e-09,5.70735878665322,NA
"224992_s_at",108.26591164,192.81116913,15.0578222152641,5.69933663869424e-12,8.51550584412985e-09,5.69541888455166,NA
"223193_x_at",446.871804575001,641.4047743375,15.0483146597047,5.76266513457347e-12,8.51550584412985e-09,5.69348439810966,NA
"226380_at",90.7739343800001,172.86672611,14.940304293027,6.53620407272012e-12,9.40439362305191e-09,5.67130165397625,NA
"213285_at",-144.446497125,115.6111441375,-14.9119684817463,6.75666182723065e-12,9.47232013855989e-09,5.665418833237,"TMEM30B"
"229287_at",137.16820506,175.87335957,14.8052297095337,7.65968041854347e-12,1.04698256720966e-08,5.64301858269081,NA
"202074_s_at",235.10097877,262.191390815,14.7496831954999,8.1788687341767e-12,1.09068206839295e-08,5.63120952532134,"OPTN"
"218857_s_at",-1375.0063657575,839.97816682125,-14.7256165788914,8.41515560074094e-12,1.0954729344536e-08,5.626060303081,"ASRGL1"
"218186_at",-231.72171693,155.187341735,-14.6629509318583,9.0646163726282e-12,1.14281795742933e-08,5.61255886030428,"RAB25"
"210002_at",598.7416762675,320.16354601625,14.6507662167458,9.19688891209703e-12,1.14281795742933e-08,5.6099178140531,"GATA6"
"242699_at",306.51580171,219.975983445,14.4941765565804,1.10889785913871e-11,1.34731089885353e-08,5.57551121824148,NA
"214807_at",222.040457415,201.2268872425,14.4622022662327,1.1523205076919e-11,1.3696331251751e-08,5.56837801602621,"PLXDC2"
"220942_x_at",573.5711983,831.32202995,14.2029712882149,1.57753196021835e-11,1.83513957287102e-08,5.50915666771856,"FAM162A"
"45526_g_at",-176.98161685,407.690274125,-14.1672072093146,1.64801272979339e-11,1.87718950003028e-08,5.50078792947314,"NAA60"
"234074_at",99.2669800600001,109.26638612,13.9767580169628,2.08316895875657e-11,2.32443393510236e-08,5.45538596863995,NA
"218864_at",47.4753712675,87.39592237875,13.9549056716023,2.14030091525665e-11,2.34041905083315e-08,5.45008482978753,"TNS1"
"205079_s_at",245.73444475,284.39136935,13.9137208102272,2.25248681668261e-11,2.41479836670827e-08,5.44004165228112,"MPDZ"
"209200_at",273.46844547,271.696386665,13.8157966606841,2.54470049467844e-11,2.67560576051046e-08,5.41588544898514,"MEF2C"
"201689_s_at",-149.01156705,111.76463445,-13.7550317563955,2.74577987589882e-11,2.80145953214179e-08,5.40069717335214,"TPD52"
"221950_at",-339.716929375,313.2337385125,-13.7489294631733,2.76687361199189e-11,2.80145953214179e-08,5.39916339712709,"EMX2"
"204971_at",608.856641850001,345.099595725,13.7335202274016,2.82089793775323e-11,2.80422899539378e-08,5.39528343146535,"CSTA"
"233607_at",202.248857975,177.8706199125,13.6726786277677,3.04524641148464e-11,2.9500432411116e-08,5.37986611293375,NA
"242563_at",73.4113538475001,74.49068273625,13.6587007321007,3.09938269929391e-11,2.9500432411116e-08,5.3763019365017,NA
"201990_s_at",130.20803326,147.07229182,13.6510482891387,3.12944687671647e-11,2.9500432411116e-08,5.37434713811427,"CREBL2"
"227417_at",98.6102072700001,101.57172038,13.5230782914288,3.6801416939374e-11,3.31892287162762e-08,5.34128381077222,NA
"219143_s_at",166.395809745,170.0218822525,13.5211752811208,3.68905838440292e-11,3.31892287162762e-08,5.34078676245529,"RPP25"
"216944_s_at",246.7331723,165.4091604,13.5182375584382,3.70286776715656e-11,3.31892287162762e-08,5.34001914514626,"ITPR1"
"226865_at",252.1006466425,248.82641477875,13.483222917777,3.87169534398914e-11,3.41427327310655e-08,5.33084070913191,NA
"219778_at",502.5321976,313.33308945,13.4314667854755,4.13616565566846e-11,3.56783339911623e-08,5.31717442930508,"ZFPM2"
"218901_at",414.591310455,293.2296164725,13.4239094710285,4.17633904971996e-11,3.56783339911623e-08,5.31516892681656,"PLSCR4"
"212294_at",383.6627476,580.06959645,13.3760482558943,4.44044063399275e-11,3.73509371790083e-08,5.3024083760232,"GNG12"
"200606_at",-460.173474605,391.4306029975,-13.3031952146973,4.87654429880846e-11,4.03977362935383e-08,5.28278556577808,"DSP"
"214734_at",-80.786112555,86.2906853825,-13.2276347175895,5.3765429221743e-11,4.38749976522208e-08,5.2621762497716,"EXPH5"
"242406_at",-932.11650674,536.71075028,-13.190037346738,5.64507378852197e-11,4.53888837334469e-08,5.25182261891646,NA
"1554089_s_at",205.882068725,285.2161631375,13.1517919243804,5.93268705370361e-11,4.70100963277166e-08,5.2412224240468,NA
"202796_at",326.046326385,227.6322729575,13.0775432077729,6.5357579550254e-11,5.00132084067994e-08,5.22044532456842,"SYNPO"
"224593_at",-271.901355025,531.3527507125,-13.0723718899067,6.58008518773466e-11,5.00132084067994e-08,5.21898840676318,NA
"206893_at",-141.7504675825,93.95502763875,-13.0631840187927,6.65961983359229e-11,5.00132084067994e-08,5.21639672902006,"SALL1"
"230109_at",205.162660585,192.3897172575,13.0611257179273,6.67757515079352e-11,5.00132084067994e-08,5.21581557416885,NA
"201957_at",469.729071425,415.1365506375,13.007899178676,7.15994106715206e-11,5.29013213306134e-08,5.20071602428986,"PPP1R12B"
"219489_s_at",-546.2904892,706.8202147,-12.8971619303235,8.28422028084376e-11,6.0391965847351e-08,5.16885715585246,NA
"203323_at",377.36451183,339.274821035,12.859102127999,8.71211134436272e-11,6.21057538874861e-08,5.15776686876295,"CAV2"
"213249_at",129.887879175,206.9881057375,12.853963589627,8.77163135262356e-11,6.21057538874861e-08,5.15626397600241,"FBXL7"
"212660_at",167.114719505,194.1888540475,12.8463946099878,8.86008011563588e-11,6.21057538874861e-08,5.15404781918766,"JADE2"
"266_s_at",-2046.137511615,1154.4246331925,-12.8196158139203,9.18058096555664e-11,6.35377549736467e-08,5.14618391216404,"CD24"
"204882_at",76.9048642625,108.62678048375,12.8060446711185,9.34762044507915e-11,6.38851434793378e-08,5.14218471811124,"ARHGAP25"
"203620_s_at",144.646028305,186.4180906975,12.7957579317114,9.47635313393494e-11,6.39653836540609e-08,5.13914714642258,"FCHSD2"
"201462_at",158.54394525,261.375262125,12.7536604848712,1.00228409006051e-10,6.68291251512909e-08,5.12665988364177,"SCRN1"
"222746_s_at",-33.29214249,51.143910625,-12.6830063400691,1.10154768781691e-10,7.2562794977578e-08,5.10549676773032,NA
"207015_s_at",-149.1190769025,136.61350294875,-12.6113643375024,1.21276443425113e-10,7.88091237489756e-08,5.08377184750071,"ALDH1A2"
"210103_s_at",-127.532693385,100.6995759825,-12.6037854827059,1.22519899746921e-10,7.88091237489756e-08,5.08145778977404,"FOXA2"
"207557_s_at",61.855856635,66.0869224975,12.5912086827719,1.24612908624614e-10,7.9223381151753e-08,5.07761098148477,"RYR2"
"221002_s_at",-100.7784382,233.01470745,-12.5667936484897,1.28783609726653e-10,8.09338374920085e-08,5.0701192355547,"TSPAN14"
"240934_at",-66.6658393799999,98.27253998,-12.4920342807239,1.42487963514852e-10,8.85287432406196e-08,5.04698052782463,NA
"227677_at",151.20382312,139.39514719,12.4568930800814,1.49449433561537e-10,9.1810649213225e-08,5.03599946783264,NA
"202525_at",-126.5829751275,99.90380600625,-12.4220697314568,1.56699943623549e-10,9.51952157513059e-08,5.0250511153166,"PRSS8"
"218417_s_at",104.27294155,129.068665475,12.384400180127,1.6495922504626e-10,9.91114904330138e-08,5.01313269799928,"SLC48A1"
"219520_s_at",145.77202867,212.705704365,12.3553039263289,1.71650128442026e-10,1.01663852848199e-07,5.00387292357033,"WWC3"
"224973_at",131.3544298525,109.74850501375,12.345748968473,1.73908840572454e-10,1.01663852848199e-07,5.00082179297212,NA
"235148_at",-94.276406015,106.4173239425,-12.3420750330282,1.74785590630648e-10,1.01663852848199e-07,4.99964725634323,NA
"219450_at",-55.26339336,63.425010685,-12.3295635710218,1.77806203878573e-10,1.02332149442747e-07,4.99564173673889,"C4orf19"
"220580_at",44.1399968000001,61.714857525,12.2698716850849,1.9298851231745e-10,1.09912988655798e-07,4.97641007008736,"BICC1"
"212813_at",299.57940045,384.070686775,12.2199329496125,2.06731603144709e-10,1.16526292803474e-07,4.96016512543909,"JAM3"
"242828_at",124.87468319,91.080501345,12.2108563651119,2.09337573129926e-10,1.16791140927334e-07,4.95719718767004,NA
"227853_at",119.56351812,186.13358139,12.1959077846737,2.13704658054206e-10,1.18023254334482e-07,4.95229883187636,NA
"222581_at",-245.28740505,289.121988725,-12.1827076295303,2.17640242652691e-10,1.18206565758932e-07,4.94796267138017,NA
"226374_at",-288.35746361,208.821233795,-12.1803187418364,2.18360551287647e-10,1.18206565758932e-07,4.94717686050068,NA
"223008_s_at",319.263459900001,470.98594265,12.1494077740263,2.27909307598525e-10,1.22166092087739e-07,4.93697899195653,NA
"207016_s_at",-1294.577966385,806.6117055575,-12.0592132715217,2.58352203632562e-10,1.371398712001e-07,4.90690295991827,"ALDH1A2"
"225162_at",580.02216431,442.234743045,12.0482590607584,2.62329352687022e-10,1.37912089982336e-07,4.9032174479906,NA
"210749_x_at",-161.560097,318.0270756,-12.022115270394,2.72082537492373e-10,1.41098467858016e-07,4.89439252431683,"DDR1"
"203917_at",-407.757896015,295.7989899175,-12.0182623718433,2.73551670652945e-10,1.41098467858016e-07,4.89308850916222,"CXADR"
"213429_at",304.767886155,230.9430824225,11.984701501292,2.86705187561895e-10,1.4650099186866e-07,4.88169209910895,"BICC1"
"208650_s_at",-1234.938406875,692.8365377125,-11.966499329481,2.94114424315096e-10,1.47576224606428e-07,4.87548269477678,"CD24"
"209539_at",150.0459124125,159.39554544375,11.9662731403674,2.94207745443086e-10,1.47576224606428e-07,4.87540540751063,"ARHGEF6"
"228904_at",-429.408118725,280.6644068875,-11.9330083944249,3.08275250032e-10,1.53226811777269e-07,4.86400523014698,NA
"202429_s_at",143.97965995,259.714914725,11.924283329567,3.12080343145132e-10,1.53720655508649e-07,4.86100389680073,"PPP3CA"
"201240_s_at",-474.0871548,1104.1439126,-11.9070165313196,3.19756163785899e-10,1.56095252276732e-07,4.85505056374194,"SPCS2"
"208933_s_at",150.848126275,212.3589305125,11.8922956880966,3.2645617448603e-10,1.57955675575431e-07,4.84996059027186,"LGALS8"
"202457_s_at",154.622405,312.80946525,11.8850149380418,3.29824056154367e-10,1.5818535324772e-07,4.84743822289889,"PPP3CA"
"209199_s_at",258.60084235,284.935347725,11.8738394216852,3.350644574499e-10,1.58235364577542e-07,4.84356017909197,"MEF2C"
"201938_at",-1108.39746975,1519.960414125,-11.8724616021167,3.35716548532143e-10,1.58235364577542e-07,4.84308152436347,"CDK2AP1"
"223245_at",-81.1654733849999,107.3768950775,-11.8385406224607,3.5219648712659e-10,1.64584127638003e-07,4.83126027414769,NA
"205366_s_at",-266.241871235,175.3182638825,-11.8279822161838,3.57497148699011e-10,1.65645394958631e-07,4.82756613834525,"HOXB6"
"209047_at",343.62543398,313.89284586,11.7869713082028,3.78890887889106e-10,1.74082851221318e-07,4.81315126424628,"AQP1"
"202501_at",106.80800695,170.871388675,11.7553444937831,3.96302133270655e-10,1.80565159471442e-07,4.80196253887487,"MAPRE2"
"229910_at",108.312731825,115.3690076025,11.7012575031517,4.28045225481539e-10,1.93416303332257e-07,4.78268088503908,NA
"236184_at",91.4451842225,81.41052657875,11.6612037885961,4.53260129410839e-10,2.03131127668341e-07,4.76828128275657,NA
"225373_at",127.049785785,137.6296817075,11.6522146612738,4.59129622019944e-10,2.04088716129597e-07,4.76503540953354,NA
"227758_at",220.8879131875,170.81528395625,11.6340451696361,4.71237566896203e-10,2.07781564274596e-07,4.75845862138283,NA
"209623_at",-260.07481074,297.70322003,-11.6095428106883,4.88096999623838e-10,2.11729098675856e-07,4.74955553349008,"MCCC2"
"205600_x_at",-85.5761911699999,96.08948123,-11.6065092192611,4.90227806965946e-10,2.11729098675856e-07,4.74845053369048,"HOXB5"
"218749_s_at",63.802349825,123.4422344375,11.6042685987699,4.91807874381961e-10,2.11729098675856e-07,4.74763399091899,"SLC8B1"
"226056_at",38.5358859225,80.86013948125,11.5919335181767,5.00602382673616e-10,2.13831525567812e-07,4.74313286869353,NA
"244455_at",157.433607695,100.0139644175,11.5795861214287,5.09570554362951e-10,2.15974961703832e-07,4.73861725793962,NA
"203953_s_at",-412.70431537,246.619490965,-11.5644000602886,5.20831488455563e-10,2.1816174823335e-07,4.73304975875576,"CLDN3"
"218665_at",134.373160805,182.4713659975,11.5618997497051,5.22710361565045e-10,2.1816174823335e-07,4.73213163996315,"FZD4"
"208935_s_at",108.274479435,142.0333237325,11.5222890551905,5.53440723633404e-10,2.29237663368609e-07,4.717531325095,"LGALS8"
"212687_at",-860.3183153,1118.99889385,-11.5161416593334,5.58376784610185e-10,2.29543238335052e-07,4.71525608490346,"LIMS1"
"228411_at",154.08607484,145.77948628,11.4859493651913,5.83296988222156e-10,2.37998230082436e-07,4.7040448577028,NA
"38710_at",-124.79309745,360.637606075,-11.4377482034864,6.25520571658369e-10,2.50843448674355e-07,4.68601956564358,"OTUB1"
"212190_at",2107.956370105,1183.5369569475,11.4361326806897,6.26989927890485e-10,2.50843448674355e-07,4.6854127076539,"SERPINE2"
"229623_at",252.405690445,221.0980469275,11.434430135197,6.28542340528334e-10,2.50843448674355e-07,4.68477296884974,NA
"225871_at",163.9154475125,142.26363869375,11.4080587932353,6.53108398064418e-10,2.58758707711392e-07,4.67483868109558,NA
"232370_at",-146.13963046,152.35242197,-11.3547335180359,7.05901544271685e-10,2.74823816633816e-07,4.65460548344935,NA
"218918_at",178.20855705,178.295899475,11.3510224261945,7.09737909170507e-10,2.74823816633816e-07,4.65319011255504,"MAN1C1"
"204916_at",-253.1407197,292.82456415,-11.3471741742544,7.13739097935986e-10,2.74823816633816e-07,4.65172142653859,"RAMP1"
"222764_at",-946.662476235,580.9474017325,-11.3471514301295,7.13762815948823e-10,2.74823816633816e-07,4.6517127432,NA
"240385_at",265.151076205,176.3659406475,11.3245446248783,7.37750110734821e-10,2.81459653169286e-07,4.64306413720232,NA
"223696_at",-143.367964525,255.2150770375,-11.3212709860701,7.41292913696885e-10,2.81459653169286e-07,4.64180881709101,NA
"226803_at",-94.451222415,78.8009388575,-11.3051642575667,7.58984899692754e-10,2.84352078545493e-07,4.63562163095531,NA
"1566163_at",37.679828725,47.0001200325,11.3048698489925,7.59312363377082e-10,2.84352078545493e-07,4.63550836976887,NA
"208131_s_at",1520.987990135,812.6812019825,11.296099485438,7.69135492196571e-10,2.86071313169031e-07,4.63213157357348,"PTGIS"
"228365_at",76.6365597600001,77.37125168,11.2755063672471,7.92726480942132e-10,2.92501225710125e-07,4.62418161435671,NA
"234269_at",-48.76073548,54.49759744,-11.2708305123537,7.98187678426647e-10,2.92501225710125e-07,4.62237236620236,NA
"219527_at",62.5622010450001,97.1659115125,11.267185226157,8.02472498518863e-10,2.92501225710125e-07,4.62096081594537,"MTARC2"
"227307_at",115.31997576,138.79220542,11.2558783589014,8.15916721416827e-10,2.95432097638841e-07,4.61657656037819,NA
"229222_at",185.746690235,203.5096663825,11.2321359439968,8.44919406826562e-10,3.03920845843699e-07,4.60734108154783,NA
"210473_s_at",-154.599463525,262.7228861375,-11.2040682408004,8.80601534460375e-10,3.14685548343928e-07,4.59637165903104,"ADGRA3"
"219025_at",-290.6295785,366.77987585,-11.1792417766317,9.13476439009003e-10,3.24313794174138e-07,4.58662225239842,"CD248"
"220761_s_at",107.3385158975,183.84236005125,11.1634288793542,9.35082473551135e-10,3.27991962162652e-07,4.58038951644992,"TAOK3"
"238478_at",440.392165285,315.5920509575,11.1628854602886,9.35834405073135e-10,3.27991962162652e-07,4.58017500627224,NA
"231899_at",78.4709672250001,109.7653865475,11.1327403981524,9.7855243959769e-10,3.40779328885374e-07,4.56824221135157,NA
"225755_at",157.966701175,242.1110003625,11.1225495090328,9.93450803679237e-10,3.43777991716217e-07,4.56419336048583,NA
"204114_at",462.612688185,381.8357404575,11.1037391866468,1.02157631507253e-09,3.51287327211262e-07,4.55670023582757,"NID2"
"219388_at",-90.4457270175,72.61471224625,-11.098806944705,1.02908797662059e-09,3.51658657010816e-07,4.55473121591414,"GRHL2"
"1556402_at",68.704924295,67.6792631325,11.0858800631235,1.0490505010831e-09,3.56253640662848e-07,4.54956221847101,NA
"225666_at",-104.643830385,191.7463441075,-11.0757689402066,1.06494671429341e-09,3.59419516074025e-07,4.54551064418571,NA
"227167_s_at",274.3357908,294.13601605,11.0646716251053,1.08268356298532e-09,3.63163949731426e-07,4.54105529129358,NA
"225273_at",158.08999381,196.39013152,11.036375489063,1.1293210861493e-09,3.764977462513e-07,4.52965404630133,NA
"226326_at",189.8601238,260.68739185,11.0069555092313,1.18004337343307e-09,3.91023463287596e-07,4.51773736219499,NA
"209689_at",41.2310339500001,97.956834975,10.9779702746903,1.23234903850078e-09,4.05895684819459e-07,4.50593396721076,"CCDC93"
"203759_at",100.82815218,138.57634931,10.9644972097121,1.25748166488081e-09,4.11693473217715e-07,4.50042612249404,"ST3GAL4"
"202790_at",-120.370878975,135.4633873125,-10.9544086924035,1.27665120007272e-09,4.14859383207154e-07,4.49629299871035,"CLDN7"
"239185_at",100.746854105,72.2753978325,10.9489572805264,1.28713649244348e-09,4.14859383207154e-07,4.49405645488735,NA
"212733_at",54.2594659150001,156.1243925925,10.9475205545072,1.28991486319554e-09,4.14859383207154e-07,4.4934666395515,"RUBCN"
"213150_at",-722.77050648,419.89264771,-10.9123623490695,1.3598947024166e-09,4.34808437746362e-07,4.4789847831137,"HOXA10"
"226335_at",85.7685972800001,160.873086235,10.9034815620686,1.37819144354613e-09,4.37439769914858e-07,4.47531196332615,NA
"230722_at",415.972566860001,302.34838647,10.9006275960177,1.38412583804793e-09,4.37439769914858e-07,4.47413038153259,NA
"205803_s_at",148.84020814,164.53729043,10.8924088044669,1.4013652429775e-09,4.37747250412089e-07,4.47072423287762,"TRPC1"
"204466_s_at",92.3283121575001,117.34876717125,10.8906649332721,1.40505188908157e-09,4.37747250412089e-07,4.47000085290819,"SNCA"
"204223_at",600.877423375,356.5599052125,10.8852997657437,1.41645786543889e-09,4.37747250412089e-07,4.46777386256267,"PRELP"
"233835_at",-63.6036581925,81.20661585875,-10.8849877509262,1.41712415771266e-09,4.37747250412089e-07,4.46764428308384,NA
"202189_x_at",-333.387636249999,761.792362575,-10.8772003874538,1.4338602337147e-09,4.40428698192984e-07,4.46440779562852,"PTBP1"
"214434_at",115.19494723,165.816428935,10.8432250268582,1.50933078907049e-09,4.61020451913011e-07,4.45023317545342,"HSPA12A"
"229844_at",115.811595405,117.1729636225,10.8274991467396,1.54565772687429e-09,4.69493534538066e-07,4.44364231441328,NA
"230081_at",373.694953345,228.8941833025,10.8223409211264,1.55777133474833e-09,4.70558827223011e-07,4.44147630693416,NA
"56197_at",-173.9703366,479.7536163,-10.7960844303312,1.62098858853561e-09,4.8696456636365e-07,4.43041899394855,NA
"232979_at",-91.557009815,103.5595393325,-10.7830788309904,1.65328925964105e-09,4.93954045196034e-07,4.42492219987233,NA
"201454_s_at",251.63182725,618.128060825,10.7534684548695,1.72936381331247e-09,5.11105757699914e-07,4.41235829022602,"NPEPPS"
"225790_at",189.54596242,162.13852604,10.7534573374801,1.72939305303126e-09,5.11105757699914e-07,4.41235356017111,NA
"32042_at",14.24176421,40.38640856,10.7298040415096,1.79278848074329e-09,5.23173942979019e-07,4.40226797908593,"ENOX2"
"239155_at",-30.5686316425,35.66777699375,-10.7293367574733,1.79406507793997e-09,5.23173942979019e-07,4.40206829022295,NA
"212702_s_at",61.7412625250001,181.2745248375,10.7243512222968,1.80774459339333e-09,5.23173942979019e-07,4.3999367051123,"BICD2"
"209075_s_at",655.646628300001,1227.03565435,10.7223704325489,1.81320977722649e-09,5.23173942979019e-07,4.39908926745363,"ISCU"
"206229_x_at",-38.8440029424999,76.69472641375,-10.720613662487,1.81807131533633e-09,5.23173942979019e-07,4.3983374130762,"PAX2"
"213151_s_at",747.089486700001,1355.92893815,10.7124395226804,1.8408715174333e-09,5.26395921134836e-07,4.39483588187476,"SEPTIN7"
"204942_s_at",-21.695393765,28.5911854225,-10.7097199208545,1.84852339932124e-09,5.26395921134836e-07,4.3936697253052,"ALDH3B2"
"222334_at",-587.946942145,368.7923754775,-10.700345709267,1.87515440151342e-09,5.28270531566288e-07,4.38964561336949,"RHEX"
"244745_at",66.9549614675,57.87746090875,10.6999694583205,1.87623161619869e-09,5.28270531566288e-07,4.38948395325713,NA
"214109_at",-48.0655784325,85.17759900875,-10.6972306369543,1.88409243082627e-09,5.28270531566288e-07,4.38830685258794,"LRBA"
"204473_s_at",-87.6857476074999,111.10306514875,-10.6894526517102,1.90660456049423e-09,5.31855124209296e-07,4.38496076106906,"ZNF592"
"207808_s_at",697.16724681,471.56986587,10.6826360222065,1.92656528317493e-09,5.33825076701544e-07,4.38202429905431,"PROS1"
"218204_s_at",203.70933665,276.264635775,10.6797338465462,1.93512970148114e-09,5.33825076701544e-07,4.38077298210314,"FYCO1"
"207118_s_at",72.9682591,72.563148655,10.6770930671017,1.94295729791691e-09,5.33825076701544e-07,4.37963378827925,NA
"225056_at",379.129296375,410.6278911625,10.6507599376483,2.02284598034182e-09,5.52995519875945e-07,4.36824366561464,NA
"201074_at",-181.97564875,413.194106325,-10.62331191703,2.10977880938432e-09,5.71127632864569e-07,4.35631226994856,"SMARCC1"
"236279_at",-53.440940075,65.7784864425,-10.6232236443977,2.11006459695735e-09,5.71127632864569e-07,4.35627380108745,NA
"227279_at",521.793040800001,715.3493253,10.6156848682994,2.1346216454111e-09,5.74928268289911e-07,4.35298611857434,NA
"236600_at",114.7956283875,119.09711523125,10.6084705481116,2.15840146886074e-09,5.78483334852749e-07,4.34983564450876,NA
"204688_at",629.721149765,431.0608837175,10.5984073833224,2.19203486539426e-09,5.82554779673396e-07,4.34543407125599,"SGCE"
"204589_at",351.583636675,303.5163692375,10.5975569089174,2.19490232487827e-09,5.82554779673396e-07,4.34506170335463,"NUAK1"
"218779_x_at",-63.47786483,98.964401045,-10.5763475890722,2.26769363528281e-09,5.98835844859446e-07,4.33575656197107,"EPS8L1"
"202112_at",524.44506095,665.887754475,10.5722987757511,2.28187366012065e-09,5.98835844859446e-07,4.33397608148607,"VWF"
"208747_s_at",2939.0867808,2618.7633671,10.5702447685031,2.28910272657749e-09,5.98835844859446e-07,4.33307231472561,"C1S"
"241470_x_at",51.8281719075,56.28677711875,10.5670275742191,2.30047374379395e-09,5.98944771152069e-07,4.3316560538433,NA
"225301_s_at",-104.52747689,103.67489826,-10.5558222437145,2.34054126517186e-09,6.03884997152876e-07,4.32671670518321,NA
"212285_s_at",-146.66864396,211.59895187,-10.5555459081445,2.34153853491376e-09,6.03884997152876e-07,4.32659476616437,"AGRN"
"228504_at",499.5915426325,264.18526868375,10.5515688952071,2.35594047690145e-09,6.04746692838435e-07,4.32483913328494,NA
"32625_at",96.233642475,100.3483904925,10.540802580455,2.39539470418617e-09,6.10419386040825e-07,4.32007991190565,"NPR1"
"225382_at",344.07068177,332.249132065,10.539458389378,2.40036887057663e-09,6.10419386040825e-07,4.31948504997332,NA
"206463_s_at",117.4818203425,125.01616614375,10.5303116488967,2.43450408750895e-09,6.13460062466034e-07,4.31543329654432,"DHRS2"
"208965_s_at",481.959032475,629.6665977625,10.5279547302616,2.44338190325e-09,6.13460062466034e-07,4.31438813515966,"IFI16"
