"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol","threshold"
"210084_x_at",2.73672249460937,7.57642474428097,4.77319485536151,0.000134984050471699,0.0169935005461066,1.19275973623886,NA,"TRUE"
"221815_at",1.07471449743983,7.03062873542981,4.76862688775057,0.000136373401972916,0.0170719579559691,1.18329446136794,"ABHD2","TRUE"
"208580_x_at",-1.59895293294688,4.53674334667805,-4.7540310708788,0.000140910796556218,0.0174439737759012,1.15303891179741,NA,"TRUE"
"218864_at",2.08261498199642,6.42924750878562,4.75019470771411,0.000142128636048279,0.0174975270556011,1.14508363898932,"TNS1","TRUE"
"220122_at",1.99101420432292,7.29437901686163,4.7444549130857,0.000143970690666052,0.0176269170335805,1.13317907614721,"MCTP1","TRUE"
"208944_at",1.28551888273321,10.4478042350553,4.73733834532792,0.000146288270875511,0.0177139551111129,1.11841532438929,"TGFBR2","TRUE"
"219563_at",1.77872837385336,8.16627827529439,4.73066401559602,0.000148496227390541,0.0177139551111129,1.10456531982581,"SYNE3","TRUE"
"213069_at",1.41087275701924,9.19447996486509,4.7303876564998,0.000148588376189658,0.0177139551111129,1.10399176593676,"HEG1","TRUE"
"207118_s_at",2.44270336040278,5.50908788803083,4.73018388953748,0.000148656357123283,0.0177139551111129,1.10356886539049,NA,"TRUE"
"45714_at",1.27440088267276,8.76716117347033,4.72194962421628,0.00015143004582956,0.017812050250603,1.08647660240106,"HCFC1R1","TRUE"
"218825_at",1.65193696449755,7.5516156572155,4.71943467447725,0.000152287622432027,0.017812050250603,1.08125512853402,"EGFL7","TRUE"
"204484_at",1.55550724383012,7.5726824899677,4.71856375208829,0.000152585746680283,0.017812050250603,1.07944682559214,"PIK3C2B","TRUE"
"209621_s_at",2.9256857261517,8.10687734784598,4.71752943367885,0.000152940571952392,0.017812050250603,1.0772991846225,"PDLIM3","TRUE"
"203603_s_at",1.63704693575855,7.79530003323948,4.71373175563218,0.000154250567689093,0.017812050250603,1.06941303018064,"ZEB2","TRUE"
"212148_at",1.16194537976544,10.0434493132226,4.71026845840945,0.000155455140790989,0.017812050250603,1.06222025689671,"PBX1","TRUE"
"214677_x_at",4.73290078579891,8.74612797672213,4.70906934862073,0.000155874424398312,0.017812050250603,1.0597296590091,NA,"TRUE"
"215581_s_at",-1.04139737571373,6.88900877676043,-4.70348318096867,0.000157842866408273,0.0179449622049772,1.04812549664278,"MCM3AP","TRUE"
"214819_at",1.45864518234972,5.05899887124906,4.70061834764417,0.000158862131410758,0.0179691617981011,1.04217343213217,"IQSEC2","TRUE"
"204677_at",1.29868457216977,8.4524740487973,4.69497544077988,0.00016088935904135,0.0180469741277413,1.03044770837356,"CDH5","TRUE"
"212706_at",1.29891251229335,7.98681062353153,4.6941284232276,0.000161195908480903,0.0180469741277413,1.02868743044153,"RASA4","TRUE"
"209619_at",1.27250505095791,11.9695005647509,4.69197001329429,0.000161979752526511,0.0180469741277413,1.02420155936352,"CD74","TRUE"
"218353_at",1.32957893716412,9.62209700616284,4.67968285500255,0.000166516138265088,0.0183980533362258,0.998658139091667,"RGS5","TRUE"
"205334_at",-1.3957897287966,7.51033860886849,-4.67895975644464,0.000166787083248925,0.0183980533362258,0.997154554834122,"S100A1","TRUE"
"206201_s_at",4.56618088424686,5.25692105716828,4.67346713688655,0.00016885981266542,0.0183980533362258,0.985732125769094,"MEOX2","TRUE"
"219884_at",1.25476873924375,7.98627903773029,4.67245863809913,0.000169243214165416,0.0183980533362258,0.983634610725065,"LHX6","TRUE"
"214936_at",1.34235061341124,5.52114355236376,4.67107137957521,0.000169772051213106,0.0183980533362258,0.980749212590737,"LRCH1","TRUE"
"205872_x_at",1.51900611766709,4.81435604399458,4.67025310061866,0.000170084772573823,0.0183980533362258,0.979047183948595,"PDE4DIP","TRUE"
"208789_at",1.27255152007604,10.7490963457741,4.66289590874326,0.000172922826207607,0.0184214171136612,0.963741919888356,"CAVIN1","TRUE"
"213316_at",1.41909202327173,7.00537278541852,4.66164912653773,0.000173408510244652,0.0184214171136612,0.961147826277727,"JCAD","TRUE"
"213924_at",1.80273790636223,6.86576938887088,4.65388605715444,0.000176463875975496,0.0184829315068511,0.94499317989252,"GNAL","TRUE"
"221651_x_at",3.89075529609068,10.3863602240276,4.65209255298423,0.000177177482295088,0.0184829315068511,0.941260341815746,NA,"TRUE"
"121_at",-1.31149036324043,10.8744432780805,-4.64942666004877,0.000178243605919573,0.0184829315068511,0.93571136080003,"PAX8","TRUE"
"212188_at",1.53498381811626,10.2299761373428,4.64827312661991,0.000178706931050524,0.0184829315068511,0.933310153943938,"KCTD12","TRUE"
"215176_x_at",3.29108878753983,7.20684773696006,4.64713793511649,0.000179164080486463,0.0184829315068511,0.930947033951979,NA,"TRUE"
"204635_at",-1.07482353785645,8.49304060759808,-4.64501973893665,0.000180020263615774,0.018485675272582,0.926537351682627,"RPS6KA5","TRUE"
"205399_at",2.59066267767128,8.15537943259815,4.63878749421244,0.000182563482127631,0.0186608351938073,0.91356113260448,"DCLK1","TRUE"
"202489_s_at",-3.54993934261578,5.83579637077179,-4.63645671442901,0.000183523939800958,0.018673351372533,0.908707479369477,"FXYD3","TRUE"
"205683_x_at",1.44619594965864,8.92912614878243,4.63382661949346,0.000184613887414364,0.0186774515935954,0.903230063454372,NA,"TRUE"
"209114_at",-3.11539108776115,7.91436179645331,-4.62984320189018,0.000186277172239435,0.0186774515935954,0.894933294837226,"TSPAN1","TRUE"
"213068_at",2.8407443754704,8.49350125103792,4.62832043959599,0.000186917008722873,0.0186774515935954,0.891761348959855,"DPT","TRUE"
"201540_at",2.29769164182147,11.5629992781642,4.6151006636141,0.000192566121753183,0.0190294705507136,0.864217458749069,"FHL1","TRUE"
"215379_x_at",3.40567328993399,8.04790358186059,4.61253538878277,0.000193682199151838,0.0190294705507136,0.858871208706071,NA,"TRUE"
"219115_s_at",-1.72091147776156,7.17506068552607,-4.61213761248075,0.000193855845936902,0.0190294705507136,0.858042168599478,"IL20RA","TRUE"
"213733_at",1.34323642539014,7.87980284077295,4.60938100998045,0.000195063563973599,0.0190640412106303,0.852296595423276,"MYO1F","TRUE"
"215626_at",1.48127079123136,5.94556436364891,4.59946171767459,0.000199472780096448,0.0192246663132917,0.831617570160314,NA,"TRUE"
"218700_s_at",1.15472076923643,6.32806773855383,4.5991106879317,0.000199630651854561,0.0192246663132917,0.830885646355171,"RAB29","TRUE"
"214682_at",1.6079269057234,5.73254828262048,4.59417427680232,0.000201864194795157,0.0192246663132917,0.820591973389044,"PKD1P6-NPIPP1","TRUE"
"33304_at",-1.44385863869132,7.63070272006486,-4.5903561731293,0.000203609085398593,0.0192246663132917,0.812629135286119,"ISG20","TRUE"
"212671_s_at",1.64817505185895,8.63929708618018,4.57861603196031,0.000209070638723344,0.019592383027062,0.788138446462523,NA,"TRUE"
"202242_at",1.52111225718296,8.6252906012228,4.57588014251138,0.000210364548629601,0.019592383027062,0.78242990289522,"TSPAN7","TRUE"
"204973_at",-1.25668026175048,7.29402213964198,-4.57538115260725,0.000210601413144837,0.019592383027062,0.781388687676867,"GJB1","TRUE"
"212865_s_at",2.60425830713049,8.9619089410566,4.57412576923232,0.0002111985231509,0.019592383027062,0.778769075442677,"COL14A1","TRUE"
"214770_at",2.30169208515812,5.86047220495376,4.56069903372797,0.000217692986869644,0.0197545569166516,0.750745097955812,"MSR1","TRUE"
"209656_s_at",1.57825693925269,9.65113462753625,4.55989859753854,0.000218086478548503,0.0197545569166516,0.749074080789673,"TMEM47","TRUE"
"211598_x_at",1.82319211402888,5.20391731202805,4.54463840252433,0.000225727536590075,0.0201756333392794,0.717208659419862,"VIPR2","TRUE"
"208562_s_at",2.16828545661368,4.81166585097298,4.54271888312268,0.000226707663537105,0.0201756333392794,0.713199404261535,"ABCC9","TRUE"
"202036_s_at",2.12882805146358,10.2252627493561,4.5425907301474,0.000226773252914061,0.0201756333392794,0.712931726027137,"SFRP1","TRUE"
"201363_s_at",-1.59278580672311,9.03742294913441,-4.54015642226819,0.000228022796716651,0.0201756333392794,0.707846897452796,"IVNS1ABP","TRUE"
"218669_at",1.14295155700713,8.09070439281184,4.53630880337057,0.000230012021498664,0.0202583315219555,0.699809174527975,"RAP2C","TRUE"
"220376_at",-1.69616293591198,4.19987361362941,-4.53407045364418,0.000231177318797055,0.0202808039163574,0.695132817577179,"LRRC19","TRUE"
"204894_s_at",2.52423225376886,8.81278717827795,4.53065051632937,0.000232969300162763,0.0203399743007937,0.687987300389145,"AOC3","TRUE"
"40016_g_at",1.06739379785631,8.3878913188463,4.52780154581981,0.000234472829001822,0.0203399743007937,0.682034203410268,"MAST4","TRUE"
"202664_at",1.02369440856315,8.49526429387281,4.52472838913571,0.000236105676235725,0.0203399743007937,0.675612107282515,"WIPF1","TRUE"
"212620_at",1.45840607899037,6.64402130849784,4.52465062490482,0.000236147143223056,0.0203399743007937,0.675449592957979,"ZNF609","TRUE"
"213765_at",3.50075117738309,8.33855393410639,4.5241471333767,0.000236415803253852,0.0203399743007937,0.674397370531834,"MFAP5","TRUE"
"209821_at",1.79570862585652,8.09721800608521,4.52118174447747,0.000238004400196834,0.0203978924984079,0.668199841007245,"IL33","TRUE"
"213415_at",1.86354971321207,7.23050846437137,4.51384820016112,0.00024197959191355,0.020502019949086,0.652870818172524,"CLIC2","TRUE"
"208153_s_at",-1.45944041043964,5.29524853807194,-4.50098408114336,0.00024911555565864,0.0209370776614684,0.625973832685012,"FAT2","TRUE"
"205619_s_at",1.7334988889906,7.13845393096839,4.49945772692714,0.000249976253087163,0.0209370776614684,0.622781814407568,"MEOX1","TRUE"
"209655_s_at",1.68256401423154,7.63276907124628,4.49658264749197,0.000251605657522342,0.0209370776614684,0.616768885688209,"TMEM47","TRUE"
"208146_s_at",1.68425232911464,8.21869559031459,4.49453180769504,0.000252774494437496,0.0209370776614684,0.612479480115545,"CPVL","TRUE"
"219091_s_at",1.32452961100152,8.39024762190787,4.49101646475964,0.000254790779056619,0.0209370776614684,0.605126458247999,"MMRN2","TRUE"
"205156_s_at",1.85432847943126,5.44938096099009,4.48982363758943,0.000255478632990389,0.0209370776614684,0.60263127013518,"ASIC1","TRUE"
"205392_s_at",1.83624224088142,9.87734752801635,4.48751499435957,0.000256815268242231,0.0209370776614684,0.597801760512216,NA,"TRUE"
"220301_at",2.70342664808583,4.66794458994215,4.48498379374711,0.000258288882280476,0.0209370776614684,0.592506334246764,"CCDC102B","TRUE"
"201865_x_at",1.19649003458538,9.31343161604091,4.4820962806177,0.000259980372727158,0.0209370776614684,0.586465044281925,"NR3C1","TRUE"
"219222_at",-1.57274923369027,6.87545497880335,-4.4803745803044,0.000260994259123302,0.0209370776614684,0.582862661824906,"RBKS","TRUE"
"211726_s_at",1.34916129982033,8.35823911250073,4.47956620516903,0.000261471678091909,0.0209370776614684,0.581171209631236,"FMO2","TRUE"
"211582_x_at",2.1965631526527,5.78078206905505,4.47774442453554,0.000262550843274497,0.0209370776614684,0.577359165554098,"LST1","TRUE"
"203706_s_at",3.15664504237343,8.0721208774111,4.47684106366449,0.000263087633855906,0.0209370776614684,0.575468831028039,"FZD7","TRUE"
"213306_at",1.63183322053096,8.15001353811696,4.47333853759103,0.000265179394373844,0.0210284428641721,0.568139171199039,"MPDZ","TRUE"
"212686_at",-2.26556709364199,8.22429325431188,-4.47152519435018,0.000266268944339113,0.0210399676833633,0.564344164385978,"PPM1H","TRUE"
"201117_s_at",3.28563136912872,8.35489769082188,4.46206577451408,0.000272026428984389,0.0213985623302334,0.544544390036259,"CPE","TRUE"
"201978_s_at",1.18350157070121,7.48463862132046,4.45789179941965,0.000274606762237007,0.0213985623302334,0.535806205328441,"DELE1","TRUE"
"206584_at",2.01171262282687,8.16120182505829,4.45782487727553,0.000274648333996623,0.0213985623302334,0.535666096817469,"LY96","TRUE"
"212951_at",1.94569566051042,7.73756924946665,4.44054399123823,0.000285598755220594,0.0220015324356552,0.499478930779761,"ADGRF5","TRUE"
"200795_at",1.12373866821317,12.8112264041453,4.43940336263739,0.00028633686695418,0.0220015324356552,0.497089847915975,"SPARCL1","TRUE"
"202191_s_at",1.56332081061083,8.58940535408871,4.4363542111716,0.000288319474421692,0.0220777417475552,0.490702979259424,"GAS7","TRUE"
"202920_at",1.72800162845686,8.4445777227789,4.43241801178154,0.000290899368424725,0.0221092894164105,0.482457373117672,"ANK2","TRUE"
"208981_at",1.44001932937794,9.44017620150897,4.43126084467059,0.00029166223240581,0.0221092894164105,0.480033175398333,"PECAM1","TRUE"
"221846_s_at",1.4857484272285,6.76011784309697,4.42903226923224,0.000293137119961602,0.0221422862512013,0.475364251567295,"CASKIN2","TRUE"
"214669_x_at",3.23973785860214,7.99050851006044,4.42670913337643,0.000294682605910295,0.0221829334929372,0.470496958774626,"IGKC","TRUE"
"51158_at",-1.19183051815094,7.36610596490079,-4.42303273093137,0.000297145193264732,0.0222190816829464,0.462793840239881,"FAM174B","TRUE"
"211734_s_at",1.67258421754969,6.88648498800507,4.41805843244672,0.000300510267381661,0.0222542392840758,0.45237020445734,"FCER1A","TRUE"
"201141_at",1.57278729505658,11.4343229896731,4.41344469951934,0.000303665804618724,0.0224059110076789,0.44270106238181,"GPNMB","TRUE"
"221748_s_at",1.56458794631677,11.239855605075,4.41120409207861,0.000305210300841378,0.0224249614032442,0.438004984029654,"TNS1","TRUE"
"218870_at",1.7965887973729,7.27287603052231,4.40784809448498,0.00030753850410633,0.0224249614032442,0.430970717911735,"ARHGAP15","TRUE"
"220327_at",1.13236293314987,7.21878838247843,4.40694193725521,0.000308170213220942,0.0224249614032442,0.429071295239154,"VGLL3","TRUE"
"203946_s_at",-2.62673302017539,7.56724252522933,-4.40581759359751,0.000308955847542789,0.0224249614032442,0.426714471804082,"ARG2","TRUE"
"204589_at",1.43294532689738,8.47771031341256,4.40158588873024,0.000311930913319145,0.0224665784381312,0.417843537414029,"NUAK1","TRUE"
"214181_x_at",2.5740052234099,5.37899746236917,4.38360440305057,0.000324898540259272,0.0230119440129033,0.380139710551473,"LST1","TRUE"
"201137_s_at",1.18301448739873,10.452697384322,4.38338867006348,0.000325057377658695,0.0230119440129033,0.379687270014606,"HLA-DPB1","TRUE"
"209758_s_at",2.44388559619792,9.24976619147516,4.38083659432924,0.000326942346395598,0.0230119440129033,0.374334837218631,"MFAP5","TRUE"
"206079_at",-1.57521556849674,5.25444047635006,-4.38025251646176,0.000327375296011157,0.0230119440129033,0.373109818353333,"CHML","TRUE"
"215108_x_at",-2.50005433082375,4.24908581082918,-4.37953973005888,0.000327904434945364,0.0230119440129033,0.37161483157214,"TOX3","TRUE"
"210702_s_at",2.22115127072007,6.39899935931879,4.37938338635604,0.000328020612450303,0.0230119440129033,0.371286915803458,"PTGIS","TRUE"
"211430_s_at",4.31497975588769,9.73734691640189,4.37886954269004,0.000328402737338026,0.0230119440129033,0.370209170928261,NA,"TRUE"
"201539_s_at",1.86905871881774,8.87775219256715,4.37524141034671,0.000331113643596914,0.0231291702829782,0.362599132239526,"FHL1","TRUE"
"207957_s_at",1.69249472732875,5.85692626967376,4.37199034156925,0.000333561983751351,0.0232273802622855,0.355779500935191,"PRKCB","TRUE"
"210471_s_at",1.22148909509022,7.18282537228272,4.36836541632137,0.000336313409442976,0.0233460177651646,0.348175109199015,"KCNAB1","TRUE"
"203216_s_at",-1.17640848063752,7.77754142190778,-4.36576077803109,0.000338304530222501,0.0233468241776609,0.342710735275912,"MYO6","TRUE"
"202048_s_at",1.30275003681371,7.93435564895116,4.36560953954271,0.000338420509329286,0.0233468241776609,0.34239343719924,"CBX6","TRUE"
"213506_at",-2.62217902285269,6.85029368654435,-4.35954942966605,0.000343100925071153,0.0234273034303491,0.329678544204648,"F2RL1","TRUE"
"202525_at",-1.80409763543009,7.34118238753907,-4.3477695334724,0.000352386527045641,0.0237946332792667,0.304958445583984,"PRSS8","TRUE"
"205304_s_at",2.06466986214144,6.91330691482535,4.3445850484035,0.000354939953619958,0.0238220457657576,0.298274839393322,"KCNJ8","TRUE"
"220765_s_at",1.36064738080764,8.68777263008339,4.34317990359322,0.000356072569330338,0.0238220457657576,0.295325588615957,"LIMS2","TRUE"
"216474_x_at",1.44316983173157,8.90708319393667,4.34194772392807,0.000357068764787643,0.0238220457657576,0.292739308855585,NA,"TRUE"
"219593_at",2.19889015091175,6.46457408860494,4.3290375169357,0.000367676900504512,0.0243507563385027,0.265637896958917,"SLC15A3","TRUE"
"205624_at",1.28445770231018,8.61737700975176,4.32689836980732,0.00036946503873565,0.0243507563385027,0.261146729295062,"CPA3","TRUE"
"203837_at",-1.13877531469568,9.24403233025962,-4.32573638976042,0.000370440022403528,0.0243507563385027,0.258707064269397,"MAP3K5","TRUE"
"205475_at",1.38678526778173,8.16047474182447,4.32571548530899,0.000370457586444932,0.0243507563385027,0.258663173325841,"SCRG1","TRUE"
"207924_x_at",-2.50543594462153,6.9184445481227,-4.30217111081473,0.00039078218376217,0.0256111747081542,0.209219270136883,"PAX8","TRUE"
"210571_s_at",1.78429811711883,5.44584880076825,4.29905269498236,0.000393557109211075,0.0257173990162768,0.202669020899627,"CMAHP","TRUE"
"207575_at",-1.48084500669652,5.93570317603212,-4.29363878989925,0.000398421905780205,0.0258686613927297,0.191296291450993,NA,"TRUE"
"205407_at",1.27894752422716,8.0574656816703,4.29336119398909,0.000398672972544784,0.0258686613927297,0.190713132275729,"RECK","TRUE"
"213764_s_at",5.12101452823445,7.02112648380593,4.29173001173012,0.00040015148940025,0.0258686613927297,0.187286376288418,"MFAP5","TRUE"
"219010_at",-1.0397304446903,7.49685040871196,-4.2913292822831,0.000400515558070805,0.0258686613927297,0.186444517989208,"INAVA","TRUE"
"211675_s_at",1.10392479775554,9.21025990438106,4.28366124036967,0.000407546715157817,0.0262325332621252,0.170334357055899,"MDFIC","TRUE"
"202202_s_at",1.40235921103625,9.16447146657451,4.28262783244686,0.000408503749134203,0.0262325332621252,0.168163072828523,"LAMA4","TRUE"
"211466_at",1.95174629876942,5.74213449219865,4.28106192791616,0.000409958240201483,0.0262502858230162,0.1648728988255,"NFIB","TRUE"
"218625_at",1.39825334644697,8.21211803859717,4.27295241274647,0.00041757462102303,0.0262878302488871,0.147832474806468,"NRN1","TRUE"
"205700_at",3.21446164378405,6.19745114843108,4.27171586089847,0.000418748432894044,0.0262878302488871,0.145233941832144,"HSD17B6","TRUE"
"222291_at",-1.00234775167899,7.06526774038725,-4.2715389303054,0.000418916657866257,0.0262878302488871,0.144862129856749,"FAM149A","TRUE"
"207074_s_at",-1.15437978300627,5.67970173909081,-4.26612538338009,0.000424096860132324,0.0262894179149681,0.133485329614668,"SLC18A1","TRUE"
"208491_s_at",2.20400125403564,5.36919233984769,4.26492320307523,0.000425255944621774,0.0262894179149681,0.130958775004546,"PGM5","TRUE"
"204491_at",1.3304857500836,7.25853246718629,4.26424965659043,0.000425906739097225,0.0262894179149681,0.129543201229312,"PDE4D","TRUE"
"204456_s_at",3.09004982812307,6.41033241493459,4.2566144503848,0.000433354504023237,0.0263841301709289,0.113495556895943,"GAS1","TRUE"
"216321_s_at",1.80783834119265,8.4578998435364,4.25660746200992,0.000433361380539423,0.0263841301709289,0.113480867972419,"NR3C1","TRUE"
"206245_s_at",-1.43170910565856,9.67626759600435,-4.25357763517354,0.00043635308031332,0.0264938847101409,0.107112316196558,"IVNS1ABP","TRUE"
"207741_x_at",1.51213954699258,8.1224148381079,4.2488139747046,0.000441098884816453,0.0266924498928688,0.0970987963271979,"TPSAB1","TRUE"
"210198_s_at",1.94365099596162,7.041888859325,4.24789616229221,0.000442019207937378,0.0266924498928688,0.0951694219524368,"PLP1","TRUE"
"215930_s_at",-1.00808085892376,6.02438369923984,-4.24257090086747,0.000447397297143654,0.026941893815651,0.0839744897403474,"MIA2","TRUE"
"204457_s_at",2.32750592534345,10.3926270253193,4.24142015468376,0.000448568083543802,0.026941893815651,0.0815552523052121,"GAS1","TRUE"
"204019_s_at",-1.08694924617908,9.94197407967527,-4.23732964260369,0.000452754843861492,0.0270475500958864,0.0729553940942207,"SH3YL1","TRUE"
"208306_x_at",1.04866952971778,12.0418457768048,4.23188914817513,0.000458384338680091,0.027308061560688,0.0615166540217418,NA,"TRUE"
"212192_at",1.2910171884434,10.8631774504066,4.23074829696302,0.000459573725375017,0.027308061560688,0.0591178950192761,"KCTD12","TRUE"
"205666_at",1.84454431409136,7.09249145040253,4.22958268275945,0.000460792135117295,0.027308061560688,0.0566670345043452,"FMO1","TRUE"
"209047_at",2.1055685136175,9.75121319861246,4.22764439249129,0.000462825417535786,0.027355805779708,0.0525914415418764,"AQP1","TRUE"
"217521_at",-1.11547833989981,6.88286121489904,-4.22264340025047,0.000468113281020556,0.0275951540766694,0.0420755449759787,"HAL","TRUE"
"212841_s_at",-1.75442131047164,6.77417366111573,-4.21619766870169,0.000475018498137664,0.0278453786586176,0.0285207930463605,"PPFIBP2","TRUE"
"209070_s_at",1.41545001654291,9.00953500574527,4.21519032873189,0.000476106864826698,0.0278453786586176,0.0264023633949693,"RGS5","TRUE"
"222085_at",-1.29003686474721,5.12270842507067,-4.20616437872876,0.00048597142155377,0.0282169371165314,0.00741978379419628,NA,"TRUE"
"220602_s_at",-1.57688639779041,6.42158091664697,-4.20575617262337,0.000486422380465855,0.0282169371165314,0.00656123648253892,NA,"TRUE"
"205159_at",1.04599499809158,7.7296009924512,4.20401038726147,0.000488355760432555,0.0282169371165314,0.00288942312616047,"CSF2RB","TRUE"
"209763_at",2.66649461279864,8.84372104645515,4.20295819909153,0.000489524742068332,0.0282169371165314,0.000676381232669776,"CHRDL1","TRUE"
"202878_s_at",1.06418852122156,10.0139769313279,4.20280401879756,0.000489696272635239,0.0282169371165314,0.000352095483329151,"CD93","TRUE"
"213451_x_at",1.29538407814279,10.4352690807872,4.19804325178482,0.000495022626274999,0.0283694793259795,-0.00966143195325309,NA,"TRUE"
"207139_at",-1.18972511735238,5.13200329265211,-4.19783831050115,0.000495253218049904,0.0283694793259795,-0.0100925049173348,"ATP4A","TRUE"
"212354_at",1.19764830144757,9.91419527399227,4.19632642319181,0.000496957673586838,0.0283941226680398,-0.0132726326679364,"SULF1","TRUE"
"205792_at",3.03316830403449,7.43384900977558,4.19301335259766,0.000500713377047713,0.0285355401042306,-0.0202415680271297,"CCN5","TRUE"
"218901_at",1.49255727155346,9.49880886777438,4.19153530274934,0.000502398088614397,0.0285585117566189,-0.023350671797842,"PLSCR4","TRUE"
"203697_at",1.30633765595039,7.64439754590496,4.19008753583982,0.000504053807037836,0.0285797226010791,-0.0263961187861987,"FRZB","TRUE"
"202035_s_at",1.59672442141074,7.95832853813787,4.18301490995506,0.000512221502074883,0.0288874338823472,-0.0412743372583453,"SFRP1","TRUE"
"212473_s_at",1.36240292885481,9.41834925667429,4.18196106646849,0.000513449849665242,0.0288874338823472,-0.0434913236534546,"MICAL2","TRUE"
"219064_at",1.2668552708171,8.7308628180272,4.17810409209036,0.00051797079266274,0.0289271758719394,-0.0516054818172114,"ITIH5","TRUE"
"206950_at",1.4986533022795,3.3978798864919,4.17368897603582,0.000523195088491046,0.0289428927529015,-0.0608941831124135,"SCN9A","TRUE"
"209138_x_at",3.40093211809739,9.20194482602021,4.17347658965958,0.000523447730530867,0.0289428927529015,-0.0613410193507384,NA,"TRUE"
"204567_s_at",-1.25829851342933,7.56177684030869,-4.17023375810794,0.000527320467753752,0.0290833019756977,-0.0681636617899484,"ABCG1","TRUE"
"206049_at",1.11358386186477,9.05533482771205,4.16585482062834,0.000532595720618752,0.0292311094644031,-0.0773768725370587,"SELP","TRUE"
"216488_s_at",-1.1750098061737,7.3926261617589,-4.16362194625174,0.000535306015635159,0.0292832644229074,-0.0820749311311628,"ATP11A","TRUE"
"204393_s_at",-1.87705780947021,7.28353752833875,-4.16118560333,0.000538279094136383,0.0292832644229074,-0.0872011925304879,"ACP3","TRUE"
"218730_s_at",1.82118365297824,9.14867437527466,4.15861750954158,0.000541430908864957,0.0292832644229074,-0.092604775508855,"OGN","TRUE"
"212412_at",1.15169151827967,10.4872548876878,4.15706500868877,0.000543345273549223,0.0293156482578628,-0.0958714793127386,"PDLIM5","TRUE"
"219087_at",2.4023762779534,9.32933338462128,4.15243421584305,0.000549095913882879,0.0295024949542771,-0.105615618215476,"ASPN","TRUE"
"207043_s_at",1.51857176676765,5.46510967808557,4.15214560928519,0.000549456330208006,0.0295024949542771,-0.106222916809561,"SLC6A9","TRUE"
"203705_s_at",2.04353371103591,7.83606722413064,4.15105465006008,0.000550820884954411,0.0295046677390364,-0.108518572730834,"FZD7","TRUE"
"210044_s_at",1.69565737918734,5.64621922155047,4.14878305373776,0.000553673093895943,0.0295863250630295,-0.113298647921201,"LYL1","TRUE"
"203186_s_at",1.71122838972548,10.7600137562721,4.14575406476441,0.000557499372099756,0.0296958531060761,-0.119672609650716,"S100A4","TRUE"
"218854_at",1.16395450471727,8.39385130007944,4.14505349608791,0.000558388118810118,0.0296958531060761,-0.121146849448653,"DSE","TRUE"
"222062_at",2.11922365520516,4.21931517184041,4.13745765314845,0.000568116087651962,0.0298561368071388,-0.137131587863679,"IL27RA","TRUE"
"214027_x_at",3.49808472335824,7.01760722174968,4.13292910992835,0.000573996562455545,0.0298561368071388,-0.146661855275699,NA,"TRUE"
"201313_at",2.77158954751212,5.51263488732873,4.13279147557089,0.000574176239317257,0.0298561368071388,-0.146951509393635,"ENO2","TRUE"
"208335_s_at",2.8359526030154,8.9183729544802,4.1327775236421,0.000574194456226445,0.0298561368071388,-0.146980871506173,"ACKR1","TRUE"
"214807_at",1.29686407536403,7.23139399531592,4.13231351312237,0.000574800641307837,0.0298561368071388,-0.147957392323113,"PLXDC2","TRUE"
"207542_s_at",1.53995813508192,9.34525413266687,4.12629290055663,0.000582724490943052,0.0301973251899629,-0.160628153993388,"AQP1","TRUE"
"219689_at",1.18841386342897,8.08285951947127,4.12481741685194,0.000584683077608252,0.0302285220843264,-0.163733470293006,"SEMA3G","TRUE"
"201302_at",-1.1973817338021,10.8359060202162,-4.12068304665915,0.000590206394827192,0.0304434469813295,-0.17243483754835,"ANXA4","TRUE"
"213071_at",3.23714696055676,7.58784737795182,4.11840938056825,0.00059326619165104,0.0304645002602475,-0.177220171494974,"DPT","TRUE"
"204955_at",1.7741290346906,10.132064842787,4.11624159174572,0.000596198329206608,0.0305138201008224,-0.181782720109182,"SRPX","TRUE"
"210286_s_at",-1.75886415953817,5.32997171757849,-4.11561524763317,0.000597048223486898,0.0305138201008224,-0.183100996846962,"SLC4A7","TRUE"
"205287_s_at",-1.4418258724666,4.59035114370022,-4.10674431326148,0.000609216690097065,0.0306692635645734,-0.201772221973032,"TFAP2C","TRUE"
"201495_x_at",2.53548125100032,5.24247339735308,4.10471693462573,0.000612032450208518,0.0306692635645734,-0.206039481208174,"MYH11","TRUE"
"212624_s_at",1.36415357016971,7.28473163535075,4.10428930501383,0.000612628036723494,0.0306692635645734,-0.2069395676332,"CHN1","TRUE"
"219909_at",1.76382130321333,4.1338309332067,4.10372209604684,0.000613418921484994,0.0306692635645734,-0.208133446976392,"MMP28","TRUE"
"205732_s_at",-1.81387460152113,5.59678603578358,-4.10341092864293,0.000613853231153782,0.0306692635645734,-0.208788403155537,"NCOA2","TRUE"
"204834_at",1.30968785867248,8.39056276995928,4.09910937117927,0.000619888807795705,0.0306817172449158,-0.217842558630155,"FGL2","TRUE"
"205987_at",2.09286854865292,5.71987015577812,4.0986960171635,0.000620471917089755,0.0306817172449158,-0.218712617076504,"CD1C","TRUE"
"219561_at",1.34115149296191,8.11949203484778,4.09854517374548,0.000620684845561338,0.0306817172449158,-0.219030123928411,"COPZ2","TRUE"
