"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol","threshold"
"215549_x_at",-1.07406976965468,7.93569354086774,-4.94832007809594,9.12710715122513e-05,0.0143949482808327,1.55424687729557,"CTAGE9","TRUE"
"211715_s_at",-1.77574687715171,7.01621352633327,-4.9480986928948,9.13160856795563e-05,0.0143949482808327,1.55379170484163,"BDH1","TRUE"
"209087_x_at",1.31626056577062,9.34443009641991,4.94733631270869,9.14712730736296e-05,0.0143949482808327,1.55222419913972,"MCAM","TRUE"
"205799_s_at",-2.83654934810107,7.87717831740329,-4.94416999793173,9.21186740739927e-05,0.0143949482808327,1.54571343326149,"SLC3A1","TRUE"
"203907_s_at",1.23106626049966,7.79297781690445,4.9425268972118,9.24564665079118e-05,0.0143949482808327,1.54233440647823,"IQSEC1","TRUE"
"201510_at",-1.44567961294595,6.8604540033902,-4.94111769758538,9.27471769090932e-05,0.0143949482808327,1.53943618678896,"ELF3","TRUE"
"212115_at",-1.716397276355,9.4799796557977,-4.93876032351581,9.32355715991626e-05,0.0143949482808327,1.53458748029462,"JPT2","TRUE"
"201153_s_at",1.01017248733227,10.3270404097632,4.93717642796907,9.35651880022256e-05,0.0143949482808327,1.53132938131939,"MBNL1","TRUE"
"204959_at",2.08996189000393,6.83644472171453,4.93620530542449,9.37678694304553e-05,0.0143949482808327,1.5293316462708,"MNDA","TRUE"
"218960_at",-3.21489373506844,6.11138753842422,-4.92878993772208,9.53303207794489e-05,0.0144506499178807,1.51407419344296,"TMPRSS4","TRUE"
"204368_at",1.36773162838157,8.16185948657257,4.92447464245497,9.62517391257269e-05,0.0144917398847201,1.50519284275912,"SLCO2A1","TRUE"
"205513_at",-2.38053895896969,8.31344601087391,-4.91250290175741,9.88557106233335e-05,0.0146853453321316,1.4805443621651,"TCN1","TRUE"
"220974_x_at",1.23714471909427,8.14331712508795,4.90733257487693,0.000100002357407175,0.0147573015238682,1.46989502023757,"SFXN3","TRUE"
"205980_s_at",-3.26967514820745,5.99204308809648,-4.87996798596756,0.0001063003094498,0.0153401554833626,1.41349024596478,NA,"TRUE"
"209687_at",2.32822123918719,10.8512802573343,4.87826326862431,0.000106705744285832,0.0153401554833626,1.40997412156343,"CXCL12","TRUE"
"220129_at",-1.53497067392731,5.3823813366695,-4.87264998213815,0.000108051903673139,0.0154341062150549,1.39839434834126,NA,"TRUE"
"204818_at",-3.60622920035987,6.15680095535804,-4.8603932940765,0.000111051584932296,0.0156617877661162,1.37309971927507,"HSD17B2","TRUE"
"213905_x_at",1.64258515803591,9.72390353830767,4.84702241568645,0.000114420612123137,0.0157562312666364,1.34549013288236,"BGN","TRUE"
"213975_s_at",2.3942509347097,9.94927684389646,4.84689201996339,0.000114453974085703,0.0157562312666364,1.34522079885391,"LYZ","TRUE"
"215382_x_at",1.69404189304184,8.20662289801457,4.84303346352013,0.000115445679200409,0.0157562312666364,1.33725021147998,NA,"TRUE"
"203666_at",1.43289430128386,9.97024562481415,4.83808076699215,0.000116731403604861,0.0157562312666364,1.32701751759232,"CXCL12","TRUE"
"219121_s_at",-2.31052472402253,6.76544345306156,-4.83598212884637,0.000117280591990955,0.0157562312666364,1.3226808927466,"ESRP1","TRUE"
"202723_s_at",-1.10660715277349,9.22285608851584,-4.83561087093083,0.000117378018680683,0.0157562312666364,1.32191368481235,"FOXO1","TRUE"
"216331_at",3.97387671807724,6.6555911795503,4.81353561875753,0.000123321382638503,0.0163569664841295,1.27627311313951,"ITGA7","TRUE"
"221843_s_at",-1.42010919843944,6.93079689141468,-4.80340142127412,0.00012615134954446,0.0166333166976285,1.25530641365987,"MEAK7","TRUE"
"201431_s_at",1.83919824914878,10.0285848514133,4.79381681332555,0.000128888527843728,0.0168931180302033,1.23546862135899,"DPYSL3","TRUE"
"203836_s_at",-1.48108358712285,9.34286650041463,-4.79030570417487,0.000129906260554084,0.0168931180302033,1.22819951911176,"MAP3K5","TRUE"
"220351_at",2.05782769790037,5.23904665032103,4.78134447455507,0.000132540920232507,0.0169904096540832,1.20964220681349,"ACKR4","TRUE"
"205463_s_at",1.0887353077205,7.74396017256328,4.78090320370865,0.00013267204953599,0.0169904096540832,1.20872822822204,"PDGFA","TRUE"
"206093_x_at",1.45542650743246,10.0282955553372,4.77688868831575,0.000133871081114699,0.0169935005461066,1.20041244395981,NA,"TRUE"
"219213_at",1.22855713473027,9.19098130201328,4.77321555097213,0.000134977788690172,0.0169935005461066,1.19280261560272,"JAM2","TRUE"
