"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"153769",1059.15960925342,2.10725551937571,0.409711008682257,5.14327287946989,2.69993010060159e-07,9.55353116704725e-06
"128553",57.2195187825958,4.63110933831968,0.900795245579155,5.14113430443582,2.73084752716595e-07,9.64721843499309e-06
"6867",6572.69590261569,-1.26734758615007,0.246742772691047,-5.13631087276847,2.80184041102586e-07,9.86592946028327e-06
"389337",206.70582294384,2.22871507660109,0.43416543118523,5.13333148269524,2.84657907183854e-07,1.00072454554635e-05
"105369954",56.7235477432762,-2.96202463192328,0.577215765598696,-5.13157264311904,2.8733128999966e-07,1.00849105113612e-05
"6590",205.137446457875,9.68726917221693,1.8882351052334,5.13032998135025,2.89234697721187e-07,1.01353436172428e-05
"2070",77.181585027144,5.49021045258481,1.07033893158549,5.12941302102519,2.90647024029904e-07,1.0168433565336e-05
"64770",4771.22873474645,-1.31035681859109,0.25561110425977,-5.12636891259393,2.9538355094561e-07,1.03175289836725e-05
"4824",79.3620082265589,2.36043674824988,0.460730501628462,5.12324827617634,3.00316489434632e-07,1.04729952639756e-05
"9788",156.566965762098,3.38255622727983,0.661491061153948,5.11353278361627,3.16188850189618e-07,1.09919529988068e-05
"1397",654.615121939109,2.14087973760021,0.419690841274475,5.10108757936913,3.37707237300928e-07,1.17204911143769e-05
"9865",6.96662737134357,5.8846865357173,1.15375956326843,5.10044442799404,3.38856864323936e-07,1.17416335475308e-05
"4013",117.586311688488,2.30929824116318,0.453090308961439,5.09677253185239,3.45493049125258e-07,1.19525190848652e-05
"9077",164.658359023282,4.98011460894993,0.977866140694036,5.09283878610964,3.52741625101083e-07,1.21838864021401e-05
"6446",6519.32781116621,2.19504423761198,0.431041223099148,5.09242299803673,3.53516305359015e-07,1.21912623019523e-05
"105755954",29.5953386878765,4.94079589106006,0.970600684348805,5.09045168701373,3.57211580259783e-07,1.22991739979779e-05
"85352",484.189723025171,2.6686221529799,0.524325824095166,5.08962563037051,3.58771105134758e-07,1.23333244148066e-05
"816",27.4485400817013,3.66580349593761,0.721235333609394,5.08267319294001,3.72159706221509e-07,1.27432141534469e-05
"79085",1519.21457199554,1.78613392622984,0.351426631188264,5.08252297269124,3.72454247787848e-07,1.27432141534469e-05
"100507392",13.6546355149766,3.49470605118565,0.687861427339373,5.08053789947645,3.76367634992961e-07,1.28568604368822e-05
"165",9393.90813764641,-1.07431479054696,0.211472247869735,-5.08016915396259,3.77098939627335e-07,1.28616194071326e-05
"64866",1928.26141342901,3.57214176764291,0.703354489655541,5.07872178279878,3.79982677016623e-07,1.29396608790958e-05
