"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol"
"219454_at",-1.13259657812538,7.297403989251,-4.05650724702816,8.06564143362197e-05,0.00148932436806242,1.11806598398087,"EGFL6"
"208663_s_at",-1.10637936938347,9.29529108124311,-4.04073325815077,8.56931711880782e-05,0.00154731642493665,1.06145702953095,"TTC3"
"212937_s_at",1.03551292158224,6.92748487292654,4.03407504511791,8.79080966622965e-05,0.00157071084477486,1.03761498834029,"COL6A1"
"209257_s_at",-1.26435020305982,5.69776608656547,-4.02061070926922,9.25552415644949e-05,0.00162705200109416,0.989496946991748,"SMC3"
"204286_s_at",-1.18342486671611,4.96277186614522,-3.99417917840716,0.000102368335686749,0.00174144018471469,0.895410877886833,"PMAIP1"
"203305_at",-1.07743586362363,7.82959106070476,-3.95717602287929,0.000117785347977762,0.00191379313541877,0.76452848099579,"F13A1"
"212670_at",1.42681868811327,7.79278968075288,3.95143955221975,0.000120365047215872,0.00193899792472829,0.744325738603797,"ELN"
"203240_at",1.26211270692764,6.82694919267371,3.93844967481964,0.000126406956467426,0.00200153499706242,0.698664974851502,"FCGBP"
"211081_s_at",-1.04522519914547,4.12612908380803,-3.92854794229656,0.000131205311856953,0.00204844386801226,0.663940624941647,"MAP4K5"
"208079_s_at",-1.09308557558279,5.84317093030204,-3.92684826880572,0.000132046212992548,0.00205980790167406,0.657987125035177,"AURKA"
"204623_at",1.3765722325579,5.9619095055952,3.89134386117328,0.000150830037043469,0.00226369263665981,0.534100116794746,"TFF3"
"204439_at",-1.00727585474695,4.19595661996864,-3.88302114280087,0.000155587246236359,0.00231401798013262,0.505190906972157,"IFI44L"
"205046_at",-1.03038594181476,3.53273400747589,-3.88031966531117,0.000157161822359842,0.00232615664253502,0.495818015759957,"CENPE"
"40850_at",1.1720263872336,7.41398089451771,3.87802749488003,0.000158509700473757,0.00233914112642446,0.487869375558935,"FKBP8"
"210612_s_at",-1.03900828871102,4.50795625719736,-3.86233516687193,0.000168036828091945,0.00243568758640697,0.433554791487869,"SYNJ2"
"204116_at",1.03230981732582,6.31564740043294,3.83942807436652,0.000182926155558232,0.0025777029781305,0.354589388052838,"IL2RG"
"202017_at",1.1008151846869,10.317230814862,3.83183108911144,0.000188134894911126,0.00262119603488144,0.328485387139535,"EPHX1"
"212437_at",1.02276238819186,8.8045608215273,3.80474334356188,0.000207876781207722,0.0028099814500111,0.235752200783875,"CENPB"
"207711_at",1.21355594419613,6.1710255738136,3.7862027992974,0.000222505828350306,0.00294778438697673,0.172589535083328,"MTCL2"
"213652_at",-1.15067603139388,8.23144717968992,-3.78355634158249,0.000224671930118842,0.00296570202299558,0.163594342194963,"PCSK5"
"221911_at",-1.16371098481821,4.72502591899817,-3.75392340306233,0.000250331859175225,0.00318775235258176,0.063225289014003,"ETV1"
"202920_at",-1.48915846164494,5.54028378291865,-3.70445243219287,0.000299456974362892,0.00360634583112139,-0.1028905737102,"ANK2"
"206100_at",-1.61831892316401,8.59351880049689,-3.67691322278554,0.000330621980665296,0.00384121478811625,-0.194574983223109,"CPM"
"201525_at",1.35021689119248,10.6520591027009,3.66928025124044,0.000339788160703568,0.00391608720203785,-0.219886735711415,"APOD"
"209512_at",-1.04377204357927,5.63043685640949,-3.66901880143781,0.000340106341876995,0.00391810245303934,-0.220752959754456,"HSDL2"
"214961_at",-1.05454131210804,3.33438453451343,-3.65974792790402,0.000351572635750548,0.00400379792952743,-0.251435748682405,"MTUS2"
"209189_at",1.96739451077136,8.94431865752702,3.63954849571217,0.000377832685875326,0.00421810119832626,-0.31806453583646,"FOS"
"204712_at",-1.45127650942812,4.5491389967074,-3.6353468688183,0.00038352282061567,0.00426028244964684,-0.331885322143575,"WIF1"
"214767_s_at",1.34178234507388,5.83498445047439,3.60841294322549,0.000421965040318752,0.00455252539836974,-0.420165935761044,"HSPB6"
"212768_s_at",-1.60828949917057,6.21555022957314,-3.60343532377492,0.000429456199984773,0.00460944596273409,-0.436421069991792,"OLFM4"
"202952_s_at",-1.28519042638124,5.59679747503433,-3.601872337081,0.000431834205763817,0.0046315863586614,-0.441521368515656,"ADAM12"
"201927_s_at",-1.15098082922706,4.96001299262683,-3.59821483678029,0.000437447532540304,0.00466864021894225,-0.453449217594013,"PKP4"
"209406_at",-1.00418841430309,6.6214278618761,-3.55632114740606,0.000506847348154483,0.00514708000749375,-0.589350450866919,"BAG2"
"205632_s_at",-1.02076095981375,7.5206426539769,-3.48038783649908,0.000659785138348731,0.00617774422906787,-0.832266830075101,"PIP5K1B"
"203803_at",-1.17678389436391,6.45998509010709,-3.47958336921464,0.00066161635840195,0.0061867409604287,-0.834816732844283,"PCYOX1"
"216563_at",-1.05396173230432,6.71644214580675,-3.45733454920634,0.000714194302424274,0.0064886296917659,-0.905140926518873,"ANKRD12"
"202018_s_at",1.17270039913099,5.22859036807852,3.43750814129198,0.000764328290435814,0.00678513545698622,-0.967486613530296,"LTF"
"206209_s_at",1.2177203041611,5.21899930994335,3.38790870532723,0.000904579886194835,0.00765483752943857,-1.12212208680036,"CA4"
"215780_s_at",-1.00006490501726,9.59347886188795,-3.35839145107088,0.000999127431613726,0.00819122691910038,-1.21323885727307,"SET"
"219768_at",-1.06427542247747,6.22776339289148,-3.34806783763052,0.00103432199735845,0.00838209613533143,-1.24494608662756,"VTCN1"
"204444_at",-1.10162695213344,5.20376760097863,-3.34650964338256,0.00103973368180092,0.00841436338846437,-1.24972456792587,"KIF11"
"204285_s_at",-1.09144191796161,6.75608756384144,-3.33554989521792,0.0010785517616648,0.00864912006851072,-1.28328082795316,"PMAIP1"
"201291_s_at",-1.38222738935268,7.03229762057816,-3.31944146495131,0.00113806996569484,0.00896340757337441,-1.33243007657576,"TOP2A"
"213790_at",-1.2866076209231,6.8662022932115,-3.24235795496327,0.00146775669817185,0.0106966738414689,-1.56479112971604,"ADAM12"
"203764_at",-1.10477829808382,5.33347820625616,-3.14383577718245,0.00201877948552904,0.0133903637475798,-1.85489682484008,"DLGAP5"
"202768_at",1.8274892410386,7.39946078233213,3.13348177579513,0.00208667694326368,0.0136961658911095,-1.88493295097205,"FOSB"
"214450_at",1.40182051614441,7.51667504267572,3.03605112883262,0.00283747987931404,0.0171046540685221,-2.16332339793202,"CTSW"
"205674_x_at",1.19352646118543,5.12967890195027,2.87953213274247,0.00457971339698737,0.0241136199903972,-2.59429050903409,"FXYD2"
"213880_at",-1.04615421727976,7.15748638384455,-2.83572492308094,0.00521885466459235,0.0263304273393034,-2.71127819107366,"LGR5"
"202984_s_at",-1.07360550991715,7.09165433348781,-2.77613366300021,0.00621910024698275,0.029787937451054,-2.86784003701306,"BAG5"
"219918_s_at",-1.0443663790659,5.7536651206707,-2.7672920429423,0.00638153554668054,0.0303664452580295,-2.89081510055076,"ASPM"
"205384_at",1.07747000302455,6.77140081672357,2.75672964922053,0.00658063486717223,0.0310490344634658,-2.91817525441724,"FXYD1"
"205382_s_at",1.25954292106671,9.35531777358629,2.75020890211619,0.00670635038620522,0.0314900126559404,-2.93501919825383,"CFD"
"205306_x_at",-1.31225365600709,5.70200645417173,-2.72879500702189,0.00713468704350498,0.0329829216287845,-2.99008141566333,"KMO"
"219370_at",1.04700687384431,6.73508998443613,2.69039122366265,0.00796546403943243,0.0356091745799841,-3.08785748320216,"RPRM"
"208335_s_at",1.18175536715234,6.36363953112693,2.58721161233498,0.010647989454399,0.0437893060112271,-3.34432934189376,"ACKR1"
"211138_s_at",-1.18647911739464,6.01328132088851,-2.58036185892886,0.0108519674936494,0.0444010568521499,-3.36103284172912,"KMO"
