"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
"A_32_P157192",1.14083499592832,0.6334209552762,3.72613787688369,0.000687213081587383,0.0188531090993517,-0.47279613980286,"DNAJC8"
"A_23_P250118",-1.83979032199489,-0.619729465308701,-3.71256556100865,0.000658548651895178,0.0184131368642727,-0.473619399219103,"HSPBAP1"
"A_32_P35047",-1.39614143720629,0.235737443448501,-3.72069822286338,0.000678321411847957,0.0187481051934763,-0.4748271294683,"LINC00944"
"A_32_P162150",-1.54263930833762,-0.37647932810255,-3.72038079621973,0.000678935180425249,0.0187481051934763,-0.475655820249082,"TAB3"
"A_32_P129527",-1.13084929064144,-0.0432668916520467,-3.7154021992551,0.000670273153374927,0.018658396723243,-0.478064313409172,"ERMARD"
"A_23_P9255",1.29449349234195,0.189189641513015,3.73380613123593,0.000715198088303407,0.0193227954077187,-0.479395091750422,"SYK"
"A_23_P413303",-1.40578971207792,-0.0363196658058679,-3.70589724274914,0.000655075147752305,0.0183566290849083,-0.47993655256926,"DKFZP434I0714"
"A_23_P408913",1.16085492223101,0.0872113503482922,3.70619718837131,0.000654503957631875,0.0183541886461945,-0.479975689635477,"TTC30B"
"A_23_P204194",-3.16911024588753,0.0447489863032551,-3.75109312389342,0.000757834344740677,0.0200226699278732,-0.484260229599078,"ABCC9"
"A_23_P51355",-1.25865065791955,0.262265891674298,-3.71642828361488,0.000686622840152729,0.018850556380558,-0.485972012012097,"KIAA2013"
"A_24_P308029",-1.65014805315079,0.216605002380357,-3.7126769998205,0.000693997012948011,0.0189024445035279,-0.492120701219877,"HSPB6"
"A_23_P91590",1.18051841068767,0.346274736142524,3.71354541538457,0.000692283115512372,0.0188828935550619,-0.493493534138863,"RANBP1"
"A_32_P184796",1.15307952807788,0.414229835870098,3.70963054291976,0.000700042011924194,0.0190124590545085,-0.503703723346979,"RPLP0"
"A_23_P103405",-1.88769024765895,0.289747993528123,-3.76583184856018,0.000789998800196363,0.0204311149458697,-0.503901616588407,"LOC101928291"
"A_24_P222192",1.34437139438715,0.133046943058733,3.7149700594817,0.00070925101976559,0.0191938209588812,-0.504460403817129,"NDC1"
"A_23_P90143",1.06747367359175,0.486483996971271,3.72687581661637,0.000729111274071902,0.0195325747246895,-0.504566793168275,"RPL13A"
"A_24_P415327",1.05086644646163,0.108993341959415,3.71877971021559,0.000722817219945141,0.0194223189773211,-0.508094605795683,"HPS1"
"A_23_P10385",1.23991657997578,0.38850756896005,3.75454755255001,0.000780859721104427,0.0202916487086725,-0.508271859290063,"DTL"
"A_23_P118246",1.38884866901871,0.414877036388095,3.74486151805181,0.000770701898893649,0.0201436122686898,-0.511578427720615,"GINS2"
"A_23_P70827",1.26359101712826,0.0664288770378188,3.69552339872821,0.000691767056330865,0.0188824018529362,-0.518822455171685,"KIAA1549"
"A_23_P413952",-1.75099560291883,0.281178000283959,-3.75466434532267,0.000813659041596703,0.0207737837731296,-0.520341417063826,"LOC100509780"
"A_23_P97952",1.23260562278191,0.126135382080782,3.71200433390218,0.000736667941865175,0.0196690340478002,-0.521625900756745,"FUOM"
"A_32_P352358",-2.12895426631692,-0.253363467077268,-3.70475295619118,0.000730011562612361,0.0195325747246895,-0.523376264283431,"LOC650293"
"A_24_P13381",1.49085462388763,-0.271118724399806,3.70193208755894,0.000715545834056997,0.0193227954077187,-0.523768630047517,"TRPV4"
"A_24_P390070",1.76149152622279,0.288557189136124,3.71837169170165,0.000771371892849238,0.0201436122686898,-0.524929645391886,"SRSF9"
"A_23_P114361",1.53324774277188,0.100713042598445,3.68774578734657,0.000690551540535142,0.0188745987404821,-0.528419514937887,"MECP2"
"A_24_P273875",-1.23478791749138,0.401876668407919,-3.69174549412753,0.000699347139224155,0.0190072024634729,-0.528830596666553,"PRDX3"
"A_23_P27229",-1.43162718149619,0.155159762885792,-3.68753044116945,0.000690983358437231,0.0188745987404821,-0.528994058876662,"MYO15A"
"A_24_P376707",1.34901605688962,0.582031625563775,3.71404736287096,0.000755562145932695,0.0199765573227979,-0.529359824621402,"HDGF"
"A_23_P115597",-1.7534293266988,-0.298840985193239,-3.69918358044258,0.000721161101926725,0.0194053243566003,-0.530928005639693,"ANKRD26"
"A_23_P343977",-1.73264867894497,0.0821112945541954,-3.72133385304333,0.000791951741438493,0.0204676607531691,-0.532105629893258,"RUSC1-AS1"
"A_24_P912684",1.79054620183965,0.454628167523991,3.72199591860843,0.000763716745620278,0.0200662208547798,-0.534813736450169,"AHNAK"
"A_24_P166012",1.11082334633518,0.154674857495717,3.72863780537414,0.000776340155820012,0.0202163321291345,-0.537107751633476,"DCUN1D1"
"A_23_P27147",1.05930113851098,0.237988547545941,3.69118543256009,0.000718454615730311,0.0193599774703618,-0.538161635584876,"ANAPC11"
"A_23_P157569",-1.36490057028689,0.232080489012626,-3.69904171657563,0.000741871688590398,0.0197217842812384,-0.542778120784084,"ADHFE1"
"A_23_P410408",1.61879241735041,0.689737635643772,3.73232451161174,0.000797237729523179,0.0205212987273691,-0.548043581090664,"OR7D2"
"A_23_P12189",1.43280390632395,-0.168369395820519,3.68683917580488,0.00072744918753459,0.0195079678683958,-0.549564511085127,"DFFA"
"A_24_P941699",-1.15119778397214,-0.118742799853934,-3.68317083002441,0.00071685041403235,0.0193403699643796,-0.551529057195618,"PCGF5"
"A_23_P553",1.442902154683,0.0259142658842533,3.71314625109944,0.000782540549835578,0.0203213989085384,-0.555010094296484,"TARS2"
"A_23_P7684",1.39691773163374,0.112745640380716,3.68177604696677,0.000719737268417353,0.0193807661894712,-0.55521903855622,"CCNJL"
"A_23_P257562",-1.32399154487094,0.27894276777057,-3.71969808882832,0.000795489686658965,0.0205176328634615,-0.555294998920233,"SORBS2"
"A_32_P84242",-1.20609601822789,-0.249607198402812,-3.68574979199055,0.000729720668058424,0.0195325747246895,-0.556028640316557,"FAM169A"
"A_24_P116766",-1.80007613069171,0.171397759260221,-3.70327432807364,0.000778492465424305,0.0202440077737292,-0.556560565812824,"ZNF207"
"A_23_P7752",1.2238621985557,0.0404567899468323,3.68039755001691,0.000722601443242108,0.0194223189773211,-0.558865320854319,"SEMA6A"
"A_23_P5936",-1.5454954890904,0.21990820842349,-3.71965295824537,0.000824962212251214,0.0209214831540418,-0.560499590247531,"SOGA1"
"A_23_P115118",1.46145417929479,0.222913066121613,3.69891388466815,0.000787964379214946,0.0204063398043412,-0.560879069367066,"BMP8B"
"A_24_P394569",-1.23593058403113,0.237317004191478,-3.68212972512587,0.000737318233583695,0.0196725429332106,-0.561913696085122,"LOC100506990"
"A_23_P5568",1.34282415429786,-0.163394016118832,3.68299360314761,0.000735498266828233,0.0196516429094613,-0.562358113608851,"SFT2D3"
"A_23_P258281",1.12192606843316,0.0274635998520946,3.68152171837283,0.000738601754579824,0.0196790913022765,-0.563507520491596,"SLC52A2"
"A_32_P34186",1.51680162160129,0.223549420247184,3.67802905455215,0.000727548308432548,0.0195079678683958,-0.565128837506558,"EIF4B"
"A_24_P419276",-1.32300880383028,0.138746365890832,-3.68778134708184,0.000765804333877047,0.0201071367829739,-0.567074899348603,"ZNF248"
"A_23_P217704",-1.90439925161776,0.336603629750331,-3.6811710321819,0.000739343045499698,0.0196848675096085,-0.567138842323245,"GYG2"
"A_23_P69637",-1.60857230584607,-0.0538337147547951,-3.68092811869454,0.000739856944695681,0.0196848675096085,-0.56777594341917,"OTUD4"
"A_24_P255114",-2.58270902802248,0.233220583522337,-3.70046001426326,0.000784593095063754,0.0203607546928454,-0.572455991787221,"OR5P1P"
"A_23_P252449",1.53971996494021,0.404384393233994,3.68700038705541,0.000767491613173969,0.0201235664051714,-0.573811407165251,"HNRNPA0"
"A_24_P163537",1.26630217250594,0.406205210748764,3.69302358741184,0.000776854045263496,0.0202163321291345,-0.573939116852332,"TMED4"
"A_23_P49499",1.32330830267502,0.0486447287024839,3.68095769334583,0.000759490441314755,0.0200245623032042,-0.574633259779814,"ST6GALNAC2"
"A_24_P1167",-1.17181430404261,-0.015091366607074,-3.67289017271235,0.000738394118377005,0.0196790913022765,-0.576947790113651,"RUFY2"
"A_24_P83586",1.36574063954991,0.240696046248131,3.69799827703283,0.000789967452865002,0.0204311149458697,-0.578683563344179,"MMACHC"
"A_23_P32036",-1.37353574471049,-0.314346519138224,-3.6743767229448,0.000753847761306188,0.01997301469054,-0.58222878305367,"NMRK1"
"A_23_P152066",-1.14457133127401,0.0732355760112324,-3.67384881016873,0.000754986206747422,0.0199765573227979,-0.583611387839779,"UBR1"
"A_23_P137765",-2.04250554357064,0.737164085904825,-3.71762502772465,0.000861756766462718,0.021480599914247,-0.584110565589397,"PAFAH2"
"A_24_P45651",1.03509350747829,0.357945552672259,3.68374021515578,0.00079727470130861,0.0205212987273691,-0.5879616203566,"HIST2H3A"
"A_23_P51996",-1.90455808692297,-0.337319062414071,-3.67187494790677,0.000759257580534233,0.0200245623032042,-0.5887801701134,"STXBP3"
"A_23_P61987",1.12046227361933,0.386487715744666,3.68683417974511,0.00081479199297567,0.0207765093299022,-0.591256588487375,"TMEM121"
"A_24_P219952",-1.63354689209124,0.513229650945259,-3.70561605962743,0.000826589957196417,0.0209487510943482,-0.593115739283978,"CRTC1"
"A_23_P163458",1.36899328541845,0.0540109007983288,3.66282813840022,0.00074228480691373,0.0197217842812384,-0.594797647175958,"EHD4"
"A_23_P390116",1.39759693196269,0.649674027326096,3.68901919371528,0.000809874570695855,0.0207050468465021,-0.597414966005902,"SPATA13"
"A_24_P634530",-1.28553568694123,-0.1329488900804,-3.66345484892916,0.000758715458748698,0.0200245623032042,-0.601856958914087,"CPPED1"
"A_24_P68222",-1.17114472613305,0.016726337332588,-3.67815087302631,0.000809819417774735,0.0207050468465021,-0.602171309325478,"CD99P1"
"A_24_P710866",-2.28779490584528,0.425327123184638,-3.68832962891885,0.000811423334472537,0.0207306632770834,-0.603127650060074,"OPA3"
"A_23_P90612",1.34956604783625,-0.08375186355822,3.66551358787948,0.000773182801184324,0.0201612467153387,-0.605429854759869,"MCM6"
"A_24_P188164",-1.38969601966384,-0.109028876323357,-3.66184749489477,0.000762230683082719,0.0200549716297004,-0.606097484801884,"ZBED9"
"A_23_P257043",-2.42365155111469,-0.28662468182885,-3.66630187093715,0.000771443926099531,0.0201436122686898,-0.606103133808048,"GEM"
"A_23_P8977",-1.71955101997988,0.296785458827236,-3.68038533616951,0.000804781614420595,0.0206434059911108,-0.606182754395606,"CLVS1"
"A_23_P324706",-2.03981126814024,0.069172244858514,-3.68249640905288,0.000824640197322669,0.0209214831540418,-0.608938800964852,"LOC100507387"
"A_23_P35534",1.52232261420074,0.380149099618988,3.73586089770195,0.000892835728038697,0.0219384146421641,-0.61077938198361,"NEUROG3"
"A_23_P103496",1.75580555153941,0.801181194272226,3.74759659736665,0.000906864320435362,0.0220641644530849,-0.61270817996989,"GBP4"
"A_23_P118834",1.51769235175229,0.378353629439816,3.6879883263334,0.000838548524766944,0.021096701239558,-0.613899923102757,"TOP2A"
"A_24_P150361",1.6276478866527,0.576325541209758,3.67742610132343,0.000836297870789537,0.0210820461922304,-0.614889685928073,"HSP90B1"
"A_23_P170352",2.76671391335075,-0.0404632671462619,3.70485994763535,0.000858517385325009,0.021414360623166,-0.615219153248062,"MRPL12"
"A_23_P257417",-1.66459858595514,0.00291390726276705,-3.67523053017516,0.000816449673901689,0.0207765093299022,-0.615408169629396,"CLHC1"
"A_23_P125082",-1.24592379507277,-0.0452378747105826,-3.65441051087028,0.000760591203171298,0.0200331502523732,-0.617174454602704,"IRF2"
"A_23_P128094",-1.10409488088179,0.15163113873948,-3.65315381315318,0.00076336130498215,0.0200662208547798,-0.620513120887035,"ABCB9"
"A_24_P529644",1.44356006145631,0.387470875940397,3.68694035016992,0.000840964121459997,0.0211294325387901,-0.622557547438962,"H6PD"
"A_23_P110624",1.85078139738625,0.325811145553473,3.68423161849742,0.000847239118956311,0.021255886397352,-0.623266164624167,"CTNND2"
"A_23_P126706",-2.38636838332184,0.459816414693746,-3.67363337392346,0.000845122440193933,0.0212198491374257,-0.624410552435539,"ANGPTL1"
"A_24_P109432",1.80039849236178,0.377929220366885,3.72970773738764,0.000907264661664804,0.0220641644530849,-0.625199598536202,"NBEAL1"
"A_23_P26294",1.07025893176648,0.409229283034985,3.66501065752185,0.000816505747258382,0.0207765093299022,-0.630377329509013,"TPSG1"
"A_23_P26557",1.58656700173179,-0.00315079630475628,3.65997402892338,0.000806061074786658,0.0206493240469333,-0.632817926734017,"C16orf59"
"A_23_P218517",-1.20404991500584,0.539121427576204,-3.65841529546961,0.000809628530793323,0.0207050468465021,-0.633092139649889,"ZNF222"
"A_23_P323751",1.20822845420474,0.186551707887695,3.66948364961607,0.000829651102225935,0.0209745307633206,-0.635934644097297,"FAM83D"
"A_24_P175347",1.20515532700607,0.176694361845818,3.64358961074191,0.000767426302058302,0.0201235664051714,-0.637793916678347,"DERL1"
"A_23_P217872",1.36356687030365,0.198653966194664,3.67985051300465,0.00085748463856712,0.0214126205411601,-0.640266766918332,"ARID1A"
"A_23_P213102",1.24799244084218,0.251640794514006,3.65136648993308,0.000805041129664717,0.0206434059911108,-0.642411852505328,"PALLD"
"A_23_P392541",-1.78263427074959,-0.516656880262832,-3.64697574565809,0.00079550879119292,0.0205176328634615,-0.647081787683769,"SPG20"
"A_32_P112331",-1.62476101295456,0.0767414786315988,-3.65249149339542,0.000823325974606172,0.0209079578038971,-0.648428878667866,"PLD1"
"A_23_P358345",-1.30691623770301,0.764603404756591,-3.6995825469874,0.000904205364034236,0.0220321607789165,-0.649290848553481,"SLC6A2"
"A_24_P376902",-1.66877552589224,-0.102872758424709,-3.65491963119283,0.000839999353450325,0.0211191879885382,-0.651454524199825,"ICA1L"
"A_23_P20732",1.03909384469735,0.0475873746722502,3.63861888100385,0.000796115349332386,0.0205193183919701,-0.659089198445247,"GTF3C4"
"A_23_P141346",-1.50266776425291,0.144056305886404,-3.66376420427081,0.000896145088869667,0.0219851745515738,-0.660388629804213,"MPP3"
"A_32_P125338",1.50066272451816,-0.207647411361641,3.64429654914128,0.000821433499981677,0.0208738805082475,-0.660869792047937,"FAM43B"
"A_24_P179175",-1.77149919720802,0.106379639617153,-3.67174158586646,0.000906322790811902,0.0220641644530849,-0.661669539449404,"PHC3"
"A_23_P22915",1.74869559387678,0.574315963427906,3.67734825124877,0.000892628449013193,0.0219384146421641,-0.663976534326436,"SLC30A7"
"A_32_P56624",1.0790679068042,0.628470939791527,3.6804353634859,0.00091684885590465,0.022207876992011,-0.668644173217768,"FAM92B"
"A_23_P97725",1.46545611442223,0.777193986737928,3.648846152686,0.000854453216248083,0.021357219437428,-0.671869548215549,"STX6"
"A_24_P125561",-1.52049254717847,0.169191554394197,-3.65983078306232,0.000878005483745537,0.021667067712919,-0.674017539919902,"SIGLEC9"
"A_23_P385263",-1.80799050227469,0.508031277321594,-3.6888123825369,0.000930508539244832,0.0223428123856419,-0.675232360729532,"CHD5"
"A_23_P408830",1.18624949866413,0.533769451148532,3.63915507218387,0.000833556404531359,0.0210269178452441,-0.677061820528831,"CAMKK2"
"A_23_P344578",-1.35255688297347,0.573006859598111,-3.67907649212634,0.00092020498356466,0.022236234382964,-0.678135119475371,"SAXO1"
"A_23_P329924",-1.21561675064239,0.281964423790335,-3.66205360002149,0.000900354341479342,0.0220145195047087,-0.67848936038184,"HCAR2"
"A_23_P131348",-1.26058074968197,-0.0635870483611896,-3.62454357218274,0.000794172624002393,0.0205110768844869,-0.681079228287637,"THUMPD2"
"A_32_P447001",-1.47888071846199,-0.100402130274069,-3.63731995751658,0.00083792502863554,0.0210950129719043,-0.681850181690625,"C15orf65"
"A_23_P357985",1.43827883516246,0.451319920063822,3.66293020480313,0.000928258075187926,0.0223170429059448,-0.683245547674328,"RGPD6"
"A_23_P138308",-1.5479749667969,-0.33157827066513,-3.62264083632641,0.000798597572049257,0.0205414032202683,-0.686188505861995,"CD58"
"A_24_P245358",1.75961352513453,-0.434838648710608,3.63974865145074,0.000853553946341501,0.021357219437428,-0.687102441957577,"ATP5A1"
"A_23_P365412",-1.6015061753797,0.753053904963369,-3.69053037733005,0.000963552013015852,0.0227314462228449,-0.687282884388181,"MFSD4A"
"A_24_P268729",-1.63859469935823,0.0702912887505152,-3.65852353684432,0.000939420715813512,0.0224828174085499,-0.694029133922185,"HEMK1"
"A_23_P400887",1.25361044055661,0.152381074106088,3.62225602169595,0.000816495063273061,0.0207765093299022,-0.694746561510992,"ZNF346"
"A_23_P217015",2.25238366182204,0.4288069899314,3.64994009299153,0.000902328038028991,0.0220145195047087,-0.695849661733316,"SET"
"A_23_P56197",1.50775746075223,0.11650924965949,3.65164470543721,0.000926383804640252,0.0222938032274473,-0.698255848044825,"CRLF1"
"A_23_P46903",-2.10942808227575,0.0655042734373788,-3.66854850758043,0.000982032965780976,0.0229494675590168,-0.700555149097677,"CAMK2G"
"A_23_P76684",1.52224980385301,-0.221975000694353,3.62905207642918,0.000857882855990456,0.0214126205411601,-0.703410209426289,"RTN3"
"A_23_P7337",1.26025983285286,0.509885709235649,3.64000589021222,0.000900681600799532,0.0220145195047087,-0.704892215874212,"EDNRA"
"A_24_P372913",3.04533474877445,-0.280165546744415,3.65555207914498,0.000980235182094634,0.0229494675590168,-0.706738686690501,"HNF1A"
"A_32_P174151",-1.31955638695775,0.201089779244289,-3.62607814757356,0.000865173164928152,0.0215232899590931,-0.70836051060592,"NPIPB5"
"A_24_P916816",-1.76086036445142,0.0179688577932533,-3.65250762728051,0.000924198444268385,0.0222938032274473,-0.708447117980505,"SP100"
"A_23_P339818",-1.21483959762977,-0.0671265320034438,-3.63083345197814,0.000875336602264516,0.0216346231670514,-0.710160175151014,"ARRDC4"
"A_23_P118435",1.16039541514626,0.235913660697373,3.62388405557146,0.000870590054386812,0.0215594717975321,-0.714072787478546,"SUMO2"
"A_23_P20823",1.19765308737626,0.287597581013996,3.62900564842871,0.000879868350970546,0.0216799017036528,-0.714884468270661,"WDR34"
"A_23_P147106",1.28664785806759,0.251187201899209,3.63665852988964,0.000936018187362565,0.0224384555544555,-0.71703098400789,"TOR4A"
"A_24_P187651",1.24912082338651,-0.303111277531922,3.61663593944596,0.000848239598016393,0.021255886397352,-0.717295547605041,"CLN3"
"A_23_P141126",1.1088216816578,-0.121415098741073,3.61350852396502,0.000837476105772791,0.0210950129719043,-0.718052541742868,"GALK1"
"A_24_P417162",-1.53467412266005,0.280089818425431,-3.64590836915852,0.000941039063883543,0.0224828174085499,-0.724874280638216,"TBL1X"
"A_24_P93353",1.16804033243995,0.850930687815454,3.68482391837404,0.00101963791844402,0.0233727642320958,-0.727265141849484,"TTC37"
"A_23_P47226",1.38429090850132,0.0114887431697796,3.62150344209099,0.000898707338039173,0.0220145195047087,-0.728482514633563,"YIF1A"
"A_23_P87329",1.32935988278798,-0.0586416213355331,3.6159332824341,0.000869545968912215,0.0215481791082281,-0.728689859364898,"NAT10"
"A_23_P213045",1.36601442628182,0.560924509366301,3.62238312846389,0.000896478341951074,0.0219851745515738,-0.730065295065814,"LEF1"
"A_24_P236251",-1.2609668779536,0.639829844428038,-3.66554652451391,0.000989898567626365,0.0229894860407479,-0.730124700157215,"DLK1"
"A_23_P8906",1.23452037584116,0.263853201303113,3.62983369264104,0.000926532081054012,0.0222938032274473,-0.730668876093119,"LRP12"
"A_23_P398460",1.51854278836968,0.662831285616522,3.64048668402087,0.000955096958965429,0.0226322163138845,-0.736254070560177,"HK2"
"A_23_P352870",1.12975534071001,-0.251629840026612,3.6065496710967,0.000854536632552047,0.021357219437428,-0.736573555845726,"NECTIN2"
"A_23_P59582",1.98499648669437,0.493756374422384,3.65251181140806,0.00102476848300381,0.0234620001597864,-0.738502561103292,"SEMA3E"
"A_23_P349083",-1.12449901736564,0.0302671641597268,-3.60860850288889,0.000868080805523874,0.0215481791082281,-0.739392923802813,"FCHO2"
"A_24_P548297",-1.70878665838271,0.212242048179485,-3.65206985059577,0.000989438709592417,0.0229894860407479,-0.741733223355627,"LOC107984282"
"A_24_P35891",1.63545089375635,-0.230412591524281,3.62052555755071,0.00092508726294987,0.0222938032274473,-0.744380097192852,"ZNF219"
"A_23_P254594",-2.56082358556012,-0.315679008969576,-3.63214447578945,0.000977125968621229,0.0229326570849769,-0.746549075088157,"GNRH1"
"A_23_P342612",1.11529525963174,0.442185232989209,3.61623561128204,0.000936267254500939,0.0224384555544555,-0.75038178418813,"HCN2"
"A_24_P330668",1.24755580306439,0.114744888172327,3.60859225522209,0.000909262160308244,0.0220985676576454,-0.75384161038972,"UBFD1"
"A_32_P166480",1.2926754617531,0.974031928883855,3.67413044734774,0.0010483542909386,0.0237865377538277,-0.755159160696354,"CCDC171"
"A_24_P85511",-1.14391482739403,0.244669484683554,-3.639104500761,0.000990183855687643,0.0229894860407479,-0.757097911932882,"ANKRD26"
"A_23_P76322",-1.8915302813018,0.310975654988991,-3.63555157311232,0.000999755352506521,0.0230704348356252,-0.757336699775434,"PIK3C2G"
"A_24_P239017",1.18627006943961,-0.097865539509918,3.60410263671689,0.00089947476439229,0.0220145195047087,-0.759707107405247,"UBE2MP1"
"A_23_P143348",1.42815024940684,-0.0270036009951395,3.60302686851744,0.000902244907354998,0.0220145195047087,-0.760693924566147,"OVOL2"
"A_23_P200930",-1.59116271677021,-0.25555846297062,-3.60571008503121,0.000916734234345101,0.022207876992011,-0.76132868554646,"MTR"
"A_23_P208812",-1.47594852942059,-0.288496240623721,-3.59491796220826,0.000883802336319463,0.0217587544020884,-0.767492655426278,"ZNF507"
"A_23_P157072",1.37479244373013,-0.064107726388664,3.60554888185829,0.000940074504139872,0.0224828174085499,-0.76958339375716,"EIF3B"
"A_23_P137705",-1.95707343226344,-0.257212388783871,-3.61106304807694,0.000976130063506562,0.0229299846516653,-0.772052973224682,"TBX19"
"A_23_P41888",-2.14163575432563,-0.270055921583498,-3.61057490257918,0.000977453548803151,0.0229326570849769,-0.77328441948483,"PHYKPL"
"A_24_P42066",-1.43052958256871,0.0356417193121521,-3.5975035395139,0.000916597597249769,0.022207876992011,-0.775151468755081,"GGT3P"
"A_32_P519101",-1.76611140532426,0.348869388576387,-3.61910911724551,0.000982407180679546,0.0229494675590168,-0.776359445855011,"IRX6"
"A_23_P145817",-1.37985841765352,-0.360599834106484,-3.59695947909452,0.000918023208906744,0.0222118263832101,-0.778412002313358,"MALSU1"
"A_24_P10715",-1.5843510858595,-0.245339311928993,-3.59070060672839,0.000894649559532499,0.0219687457254632,-0.778691089331351,"ZNF333"
"A_23_P360482",1.69888649987039,-0.30282403596627,3.59634729144118,0.00091962988911942,0.022236234382964,-0.780014258591663,"LINC01023"
"A_23_P380326",1.32531659453385,-0.0237987388599835,3.60117625208854,0.000951728965875961,0.0226056561783335,-0.780833927506183,"SLC39A9"
"A_24_P932680",-1.59510198184024,-0.111440518626544,-3.60116084462746,0.000951770277131672,0.0226056561783335,-0.78087355943401,"LOC100289230"
"A_23_P427760",-1.85839783591544,-0.028453505893999,-3.60097775382166,0.000952261321813922,0.0226056561783335,-0.781344510070144,"PIWIL4"
"A_23_P119964",-1.23434811493884,-0.0885009251184639,-3.60595967715959,0.000963580611817032,0.0227314462228449,-0.784586046381081,"CEBPZ"
"A_23_P324453",-1.54387338686737,-0.267409173090066,-3.59647272685362,0.00094108327339159,0.0224828174085499,-0.788152362932912,"ZNF254"
"A_24_P85009",1.59083983923296,0.55477865535088,3.59855398583842,0.000958784882562947,0.0226912422206564,-0.791484685960237,"FGF13"
"A_23_P784",1.07229227264926,0.426703107791622,3.59321773015945,0.000949810837172378,0.0226056561783335,-0.793749043351804,"LZIC"
"A_23_P13033",1.41879088898737,0.0586908413430912,3.62056814715684,0.00104111736921129,0.0237217090963202,-0.793999683355209,"RBM4"
"A_23_P342275",-1.81630363322971,0.375230987010327,-3.60399981308902,0.000995450202630535,0.0230072368187111,-0.796000219560278,"ADAMTS1"
"A_23_P354297",1.12408947640126,0.079119088971205,3.59232950532675,0.000952205933826074,0.0226056561783335,-0.796052234811394,"CHTF18"
"A_24_P309095",-1.51811924324255,0.622008343818841,-3.63632079432259,0.00106974959241202,0.0241132497305051,-0.796964109093196,"RELN"
"A_23_P144796",1.04010778102204,0.186604344937928,3.58825222504905,0.00096327519812612,0.0227314462228449,-0.806621411139196,"PDLIM4"
"A_24_P914134",1.36875736149308,0.4219463336805,3.59074962203968,0.000980084500208549,0.0229494675590168,-0.807636784387331,"PRNP"
"A_24_P119545",-1.06044229278067,0.374714610542898,-3.60090623360103,0.0010040280258507,0.0231306191552019,-0.807936218147974,"ITPKB"
"A_23_P104295",1.3526021803924,-0.240059930790246,3.58553674355979,0.000948452208699939,0.0225876991461366,-0.808287339189631,"FBXW4"
"A_24_P263036",1.27293698155946,-0.039094899062733,3.59220324668768,0.000976082994626975,0.0229299846516653,-0.809785411871436,"ALDH4A1"
"A_24_P416997",-1.17895633965469,0.399974134760803,-3.590611684789,0.000980465031670277,0.0229494675590168,-0.811916231311296,"APOL3"
"A_23_P136964",-1.4898452411537,-0.207476250101443,-3.57753635251291,0.000929338227249902,0.0223288526919853,-0.813605002406069,"RPGR"
"A_24_P40010",1.50659874448321,0.190891007336527,3.60956264810753,0.00103925646732164,0.0237078036714999,-0.81514657257597,"RPS28"
"A_24_P108784",-2.25430205586998,0.552308547329119,-3.60782933005953,0.00104418048315845,0.0237348882083811,-0.8194430272029,"SOX10"
"A_23_P254415",1.01605604146806,0.286852170345388,3.58753073214513,0.000989001775563856,0.0229894860407479,-0.81983659229858,"RPSA"
"A_23_P21143",1.38430273487772,0.480122698288956,3.59200043849869,0.00100191956831824,0.0231063129642443,-0.820203774553608,"MALAT1"
"A_23_P36018",1.05389797710646,-0.031166454427826,3.58050734349559,0.000962155840162235,0.0227314462228449,-0.821427272593173,"VSIG2"
"A_24_P303354",1.18785240111794,0.425353250021153,3.58149662569738,0.000981889189643273,0.0229494675590168,-0.824121314140022,"HIST1H2AG"
"A_23_P218111",1.44795408221789,0.309183064343876,3.58879367007569,0.00101093273445527,0.0232173534570794,-0.825340047154662,"SERPINA1"
"A_23_P329375",-1.40635117810168,0.467155771503759,-3.60469476613557,0.00105314260665341,0.0238523588940605,-0.827210801559529,"POU6F1"
"A_23_P155830",-1.16115659273606,0.70489092603018,-3.57643013475447,0.000973404730496846,0.0228943343375046,-0.830216839341157,"TBC1D14"
"A_23_P29663",1.71493973274245,0.481339614361338,3.60757195137091,0.00107833400241867,0.0241773834226502,-0.831171394221315,"ZMYND10"
"A_23_P155487",-1.69090803115382,0.294945391073086,-3.59169393016022,0.00102999695274571,0.0235390623667273,-0.831204445780952,"SLC38A3"
"A_23_P117274",1.49480169889614,-0.229295529802754,3.57275331497348,0.000962289864746827,0.0227314462228449,-0.832986552239932,"MIPEP"
"A_32_P145243",1.1550608862853,0.20707019400041,3.57777485222642,0.000992291503175608,0.0229961736255501,-0.833755867020855,"LOC389705"
"A_23_P65609",1.36670957018167,0.441603355156271,3.57871835043049,0.000989644435916796,0.0229894860407479,-0.835144906955934,"GTF2A1"
"A_24_P382467",1.18737871237281,0.139944464935425,3.57702872617814,0.000994389653786324,0.0230026170431084,-0.835686811337943,"SLC39A3"
"A_24_P186414",1.0055900384493,-0.0204981403853925,3.57019546064189,0.000969373923366715,0.0228136827625857,-0.839709123897212,"ZFAND3"
"A_23_P59855",-1.28420105005884,-0.0341042650983489,-3.57647468788621,0.000995950406475045,0.0230072368187111,-0.839997493305196,"ZNF138"
"A_23_P251268",-1.32140255548128,0.0749402849482357,-3.58612805529881,0.00104600006770516,0.0237615617537289,-0.841083370284063,"LINC00852"
"A_32_P162880",-1.57785045193803,0.76620241821748,-3.61114223271312,0.00110410565275241,0.0245663507737412,-0.84319388572687,"LINC00491"
