"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
"A_23_P89973",-1.97869257608916,0.00188888174336379,-4.46450012511803,7.009706248084e-05,0.00557948159408295,1.59765753563807,"BRSK1"
"A_32_P226157",-1.60029551883362,-0.255962850571373,-4.45039128066549,7.01538158713884e-05,0.00557948159408295,1.58716959469121,"ZNF484"
"A_32_P118372",-2.31365986817374,-0.577476906139407,-4.50958776038151,7.42126538796209e-05,0.00572823757940618,1.58444927349235,"INTU"
"A_23_P90589",1.18419944890591,0.00830922367218874,4.4588377245166,7.13192520802042e-05,0.00560995461279847,1.58159986970724,"MRPL44"
"A_32_P72447",1.63403577448804,0.346469079913393,4.52293058102266,7.53676615811235e-05,0.00576106758303773,1.57944577399117,"UBE2S"
"A_23_P347508",1.2221106039524,0.181239559404315,4.43711848321277,7.01952762158424e-05,0.00557948159408295,1.57710063167697,"COA7"
"A_23_P66011",-1.63363853779507,0.520563285560224,-4.52134643211906,7.57154082361871e-05,0.0057644055981261,1.57298627480778,"NECAB2"
"A_23_P256663",1.8417183871061,0.184387607460955,4.51874690225063,7.62894862596039e-05,0.00578487916409324,1.56828484091684,"GALR3"
"A_23_P165372",-1.49548863075479,-0.234790557024828,-4.43395550245001,7.08873994960572e-05,0.0055875776808597,1.5679639661942,"GALNT13"
"A_23_P70818",1.82849604074184,-0.267912688953329,4.45322854493735,7.25505990367364e-05,0.00568323018983228,1.56663809894662,"SMO"
"A_32_P192984",-1.93655586142338,-0.568874584084624,-4.46016746038959,7.42463757506306e-05,0.00572823757940618,1.55421320987034,"TRAF6"
"A_24_P290623",-2.52009015677488,-0.0559914041757905,-4.61874464363702,7.95860833927218e-05,0.00591652307010128,1.55139170840204,"ZSWIM8"
"A_32_P150748",-1.4441792460789,-0.14499302466248,-4.44592109574511,7.41861411925524e-05,0.00572823757940618,1.54593915255929,"MAGI2-AS3"
"A_23_P153266",1.68882566690361,-0.0980315550001685,4.44574056817,7.42270018606031e-05,0.00572823757940618,1.54447981563461,"TOMM40"
"A_23_P132889",1.67581756658798,-0.0643560087787241,4.44526904223994,7.43338315415899e-05,0.00572823757940618,1.54314397403966,"CRMP1"
"A_23_P215549",-2.33702565198417,-0.111843490549998,-4.54238999216925,8.0178450670384e-05,0.00594889584876113,1.53769469920692,"PON3"
"A_24_P194017",1.27895726053864,0.19921367748676,4.50726688411801,7.88765881082168e-05,0.00588686409750971,1.53645524780602,"NOSIP"
"A_23_P62764",1.27610142245987,-0.0913730575993736,4.44950574906717,7.66785005694674e-05,0.00579121249121671,1.5256880644133,"CCDC28B"
"A_24_P185029",-1.61602320192653,0.432574386146223,-4.44685067875157,7.72962541684668e-05,0.00580318847632326,1.51688105372432,"SH2B1"
"A_23_P99397",1.48619920297803,0.343932843548761,4.44592194262093,7.75134960672085e-05,0.00580799741085404,1.51427852790767,"ZDHHC20"
"A_24_P117964",1.39913819084966,-0.0745383702566284,4.433322913528,7.70913386444497e-05,0.00579928772493188,1.50931347607055,"BOD1"
"A_24_P73730",1.99132177370046,0.0442557857981614,4.49333262326569,8.21334393894993e-05,0.0060348977151424,1.49924448987535,"CCDC113"
"A_23_P210763",1.2745849481344,0.14772256067322,4.42500725964035,7.90699085980938e-05,0.00588969845695113,1.48577917901497,"JAG1"
"A_23_P309292",1.58862738785081,0.698147410521841,4.51667308670259,8.62436151080757e-05,0.00625279459113299,1.4716235416065,"HECTD4"
"A_23_P144807",-1.54646565276307,0.190946214133438,-4.49792055676778,8.57414030332404e-05,0.00624965106717886,1.46972123686278,"SEPT8"
"A_24_P413437",1.00386005351428,0.209549085299744,4.42825310377988,8.17626846328375e-05,0.00601932121392117,1.46620027967259,"NONO"
"A_32_P49867",1.14263412102783,0.347230508116437,4.40447820685738,8.07890086596563e-05,0.00597082743532595,1.4559012616641,"LRCOL1"
"A_23_P331049",1.42881756533982,0.286074730895137,4.51001547804444,8.78864311313211e-05,0.00629891521722667,1.45421571000299,"DPYSL4"
"A_23_P76245",-2.32307281219023,0.209617712116903,-4.47119506137976,8.75827629822592e-05,0.00629891521722667,1.43922629746003,"SCN8A"
"A_23_P12767",-2.07502407388442,0.450214339554557,-4.48530941434794,8.889968147153e-05,0.00633560624682629,1.43714094714342,"CYP2C9"
"A_23_P32707",2.14890498796318,-0.290114452540544,4.44076073381731,8.64183247811808e-05,0.00625279459113299,1.43282871276133,"ESPL1"
"A_23_P45970",1.86019368362533,-0.177811191803497,4.4049098458452,8.40600210884401e-05,0.00616055538523388,1.42994737574587,"C1orf109"
"A_24_P330112",-1.96031931009198,0.00665878098072716,-4.41359851314624,8.54600437417429e-05,0.00624302909137657,1.42379064456797,"MAGOHB"
"A_24_P350759",-1.65762648650666,-0.130087422679498,-4.41197217046901,8.5880366249939e-05,0.00624965106717886,1.41924243219583,"SLC1A2"
"A_23_P320185",2.10489072006249,-0.0508227370308337,4.43235825563779,8.85952892877844e-05,0.00632651166343861,1.41111508229858,"NDUFA11"
"A_32_P145764",2.1899118011106,-0.0114222924273327,4.4453236979853,8.9613569921793e-05,0.0063745007317352,1.40929717490567,"GS1-24F4.2"
"A_24_P176714",2.94635090640404,-0.831688650484845,4.39411371859488,8.68670393547049e-05,0.00627328939065577,1.39845621263949,"B9D1"
"A_23_P94370",1.09086207050072,0.320411455333567,4.36654726518278,8.41685838885675e-05,0.00616055538523388,1.39815535547431,"CPNE3"
"A_23_P46141",1.31120937280849,-0.0958201762841293,4.38262107929362,8.63929966347588e-05,0.00625279459113299,1.39406908598064,"CTSS"
"A_24_P382533",1.80136038058854,0.135368336682212,4.45174797964352,9.26633209274799e-05,0.00649396885331696,1.38832401880952,"NNAT"
"A_23_P107775",1.55740355746013,0.644100596974721,4.4642135101301,9.44418717913025e-05,0.00653976709963838,1.37929983483581,"TMEM190"
"A_23_P115683",1.37762469345758,0.222278194300469,4.37711269652707,8.78644139857225e-05,0.00629891521722667,1.3783738231637,"HPS6"
"A_23_P119214",1.30979473981431,-0.0114483958353031,4.40653061274914,9.12825392427078e-05,0.00642093913329875,1.37310260203623,"TIMM44"
"A_24_P464540",-1.34182255038636,-0.181120553195546,-4.3743736331276,8.86052037053833e-05,0.00632651166343861,1.37057153397836,"FAM41C"
"A_23_P122233",1.2200613079545,0.118533148179543,4.38133647124525,9.03082216556715e-05,0.00641188373755268,1.3634132672851,"MRPL22"
"A_23_P350059",1.35842477353892,0.318245099997753,4.41143583544366,9.42534082643309e-05,0.00653976709963838,1.35605773802749,"PFN1P2"
"A_32_P175751",-2.18895273808515,0.0223314489926446,-4.39999679022847,9.30811773165731e-05,0.00651121726343275,1.35505067320686,"LOC101928731"
"A_24_P390060",1.41228887152399,-0.0511739789978309,4.37782382444442,9.1277472729774e-05,0.00642093913329875,1.353507906613,"IQCD"
"A_23_P201823",2.03348422939876,0.099298388051564,4.43846615090676,9.62992729205328e-05,0.00661429462592225,1.35190177875655,"TOR1AIP2"
"A_23_P88222",-2.06714570104087,0.129865392709727,-4.39853899563431,9.34872116046837e-05,0.0065275766865193,1.35102395275917,"PLD4"
"A_23_P257091",1.20503191545788,0.127987703335802,4.36668381106147,9.07178359418688e-05,0.00642093913329875,1.34867486734835,"NUP214"
"A_23_P216094",1.72364823151959,0.240778409638247,4.36524908325231,9.11174318370273e-05,0.00642093913329875,1.34459080601606,"ASPH"
"A_23_P147185",1.02029321692099,0.400976186218092,4.38249285986178,9.38610287580282e-05,0.00653976709963838,1.33837278327495,"CANX"
"A_23_P326913",-3.03608224848046,0.414395339690285,-4.62204281832401,9.24206978701108e-05,0.00648895988712478,1.33095421272581,"PRUNE2"
"A_24_P62505",-1.29637008131073,-0.00856142775659551,-4.37958445481034,9.46868034466717e-05,0.00653976709963838,1.32876224705131,"COLGALT2"
"A_23_P503010",-2.02302069303405,0.337993163545536,-4.44438086738667,9.99629484398144e-05,0.00674376374937211,1.32821627786771,"SLC24A4"
"A_24_P890536",-1.69513683491406,0.0507667544850048,-4.44266954052989,0.000100454034371829,0.00676485658823005,1.32586952810612,"LINC01410"
"A_24_P152491",-1.83670947435177,0.41738056406858,-4.44063316225741,0.000101041503469822,0.0067803319691236,1.31670420075518,"GOLGA8S"
"A_23_P117797",1.35594181308756,0.0258643780209622,4.39460473065982,9.90620219763122e-05,0.00671330829894964,1.30803349319118,"CLN6"
"A_24_P376441",-1.7517634188842,0.331177219686261,-4.38841379235872,0.000100890833377063,0.0067803319691236,1.29333522426394,"TAF5L"
"A_23_P91487",1.14379599267867,0.126844606792293,4.33763278749677,9.5487752894819e-05,0.0065704585540003,1.29070271861897,"RWDD2B"
"A_23_P121405",1.26655077455663,0.477951780961609,4.36446264750616,9.90966498029028e-05,0.00671330829894964,1.28810674508839,"RBM15B"
"A_23_P99942",-2.03148661781594,-0.270115925017954,-4.32806700989093,9.48692278525375e-05,0.00653976709963838,1.28668751207042,"LRRK1"
"A_23_P30435",1.18385046487551,-0.00855556543969135,4.35285364908471,9.84679762961926e-05,0.00671330829894964,1.28316120315868,"TNIP1"
"A_23_P20864",1.14537655822729,0.350614498826696,4.35234383564427,9.8620427448039e-05,0.00671330829894964,1.2817261771344,"ANGPTL2"
"A_24_P722068",-1.39711229073615,-0.014084917461849,-4.34236345444745,9.77297486594203e-05,0.00668831352107087,1.2795012215155,"DAAM1"
"A_24_P917384",1.37498109454275,0.0641132076551509,4.38461096803129,0.000102030621959369,0.00680036707860661,1.27939751636997,"CH17-340M24.3"
"A_23_P429560",1.66668102983834,-0.228556646045149,4.35055436641986,9.9157373197547e-05,0.00671330829894964,1.27563306550487,"SSH1"
"A_23_P160167",2.31050314122345,-0.277674079642306,4.35715774515656,0.000101298557538192,0.00678557157332687,1.26775801344286,"TSPAN1"
"A_24_P59632",-2.16075556437282,-0.378963656772267,-4.36184699435769,0.000104300313577099,0.00688927193198976,1.25174952253696,"LOC728613"
"A_23_P112916",-1.9716260797414,0.500215773878401,-4.38630722584962,0.000106510271206213,0.00702300943045628,1.24919712887438,"ADAMTS17"
"A_24_P139899",2.10486104723906,-0.251774202901566,4.35044748942822,0.000103363512179001,0.00683930925088071,1.24752127376839,"SYT11"
"A_24_P920823",1.48280145893663,0.652082204577177,4.41142204004349,0.000109851561031004,0.00716852338197849,1.24179320081118,"SSFA2"
"A_32_P50603",1.18216451635047,-0.0496457727017267,4.32819266424703,0.00010205752143607,0.00680036707860661,1.23925123336388,"C2orf70"
"A_23_P90155",1.88414824976178,-0.14346274938327,4.37825073391484,0.000109047938093156,0.00712835090493777,1.22837873947661,"PIH1D1"
"A_24_P342572",-1.39269284674681,0.333041124162668,-4.35181945729937,0.000107463384979445,0.0070490774707797,1.224149464906,"KIAA2013"
"A_24_P362432",1.5970568912902,0.847261417555552,4.47741051129503,0.000116870577110514,0.00740051218341256,1.21700250055869,"MDM4"
"A_23_P76006",1.69263390811739,0.767750067590513,4.38520733807683,0.000112347095524693,0.00725933113375504,1.21520363981888,"SERPINH1"
"A_24_P325118",-2.96550804562137,0.312576221453419,-4.39857529475821,0.000113962308357601,0.00731094240113384,1.21099910885317,"RGS11"
"A_23_P148475",1.49447965587588,0.457799356160631,4.37166544184209,0.000111166344691403,0.00722318359786991,1.21064951495167,"KIF4A"
"A_24_P20746",-2.08648835651949,0.0710482571946852,-4.37075941766203,0.000111460954422802,0.0072238130358737,1.20821075846378,"PRR16"
"A_24_P754086",2.03345332434136,0.548827616739115,4.36757466230643,0.000112502646754268,0.00725933113375504,1.20379474995242,"NCL"
"A_32_P68746",1.43739155041888,-0.149950148287729,4.3557424374812,0.000111106236197465,0.00722318359786991,1.20214855876435,"SMU1"
"A_32_P85106",1.74734975391907,0.695721495326324,4.39435497668143,0.000115345591465556,0.00734993740306736,1.197087699989,"C6orf118"
"A_23_P164752",1.94770587769448,0.55423161077671,4.40980968499343,0.000116699407594354,0.00740051218341256,1.19565964728756,"RAB8A"
"A_24_P106112",-1.5758805852528,0.159549610635714,-4.35068825911249,0.000112774859887686,0.00725933113375504,1.18693371063135,"PKD2"
"A_23_P78892",1.03519328296385,0.411283081384653,4.32594462659134,0.000111260727466267,0.00722318359786991,1.18091871437612,"FBL"
"A_23_P80136",1.00756643320453,0.200783256244686,4.29715305605472,0.000108165073203171,0.00708285075202939,1.1747715632269,"RRP1"
"A_23_P37088",-1.34044691048521,0.107971135052953,-4.28850571290585,0.000107256185922322,0.00704767943337768,1.17243963295804,"RDH12"
"A_23_P50775",1.89796338760709,0.0118486727989938,4.34390942284233,0.000115051618572357,0.0073435472500881,1.17231324842119,"LRFN3"
"A_23_P87532",-1.66275027134829,-0.215601730746436,-4.32175243722275,0.000112669935547065,0.00725933113375504,1.16926906720741,"CAPRIN2"
"A_32_P198523",-1.38293919187292,0.303220444944489,-4.38070887563254,0.000119932729448646,0.00746403010894256,1.16302407996645,"FSIP2"
"A_23_P421664",1.92876690831266,-0.0882749076046988,4.36438929359361,0.000119313028752449,0.00746403010894256,1.15598236407853,"CAP2"
"A_23_P502575",1.2991640116464,0.17158416527879,4.36248254242077,0.000119971930391691,0.00746403010894256,1.15092190167272,"CSNK2A1"
"A_23_P432005",-2.07768277772963,0.512097213369686,-4.39309511483724,0.000122340871405084,0.00751700058975092,1.15069074086594,"TEX37"
"A_24_P50875",-1.99512667073496,-0.0105689932713132,-4.29472484433307,0.000113037757031236,0.00726392122047847,1.14435669954115,"ANKHD1"
"A_23_P17739",1.1420867787322,0.183918693743954,4.33498160115508,0.000118119212389934,0.00743915584477068,1.14418305820291,"ZNF74"
"A_23_P418431",-2.96763975404378,-0.352525658841301,-4.33225404394671,0.000119072332727275,0.00746403010894256,1.14066960952097,"LINC01590"
"A_24_P218979",2.05933915748457,-0.152749782905126,4.35420618496813,0.000122873729599414,0.00752606556386458,1.13091751979898,"CDCA3"
"A_32_P345659",-1.60742050603602,0.570827458349713,-4.35518359973673,0.000122527466489056,0.00751700058975092,1.13028666854693,"XIRP1"
"A_24_P399680",1.45866336550886,0.0236782760937189,4.30830240457808,0.000117310434726775,0.00740051218341256,1.13028375454292,"FAM210B"
"A_24_P403303",-1.90160266777683,-0.229253077869465,-4.27929588596982,0.000114267982584221,0.00731816941165228,1.12374523915936,"PHF20L1"
"A_24_P176374",1.80852973450331,0.725777527802819,4.49646899528386,0.000128611749287598,0.00769114489351734,1.12054238692188,"CDT1"
"A_23_P128650",1.00511328093711,0.145464768813359,4.3037570000537,0.000118920671248164,0.00746403010894256,1.11929891108894,"SLC25A15"
"A_23_P107507",2.41333972350526,0.327488528722084,4.34786358877411,0.000125144226452091,0.00759154912272735,1.11213962552992,"CBX1"
"A_23_P163816",1.04018262200103,0.353547702808753,4.2832399801782,0.000117066062356953,0.00740051218341256,1.11184712955718,"ZNF629"
"A_23_P85460",1.55824348926104,0.124336116286265,4.30100560677448,0.000119905880947494,0.00746403010894256,1.11166414329493,"CDKN2C"
"A_23_P57306",2.35384950112875,-0.407590835307114,4.2827984950729,0.000117223685986308,0.00740051218341256,1.11059800570944,"CHAF1B"
"A_23_P135315",1.37444635254005,0.867214564402311,4.43248894923988,0.000132024873727318,0.00784575401645381,1.10649981982004,"ZBTB43"
"A_24_P355967",-1.75738309456609,0.411732553567546,-4.33224424391219,0.000124721471138611,0.0075780286165854,1.10368032636767,"HTR2A"
"A_24_P347566",1.03259441113422,0.242399554034962,4.27713849009044,0.000119262980326205,0.00746403010894256,1.09401715524673,"TLN2"
"A_24_P940863",-2.11973830548314,-0.0605564998383152,-4.3129722260492,0.000126029196161696,0.00762084679948095,1.08589046964056,"ANKMY1"
"A_23_P21570",1.68610481138328,0.85556877113883,4.40261469383843,0.000134229523248848,0.00790496762808162,1.0824276454961,"NPAS3"
"A_32_P24223",1.2656917501915,0.783754470225309,4.4216965063145,0.000135947080758533,0.0079055592873378,1.08012037997803,"SUZ12"
"A_23_P138426",1.04570613868232,0.0106222058122722,4.27186758068791,0.000121193290252819,0.00749579511687661,1.07968381732932,"USP6NL"
"A_23_P41227",1.95929087766509,0.345558799194238,4.32184959122061,0.000128558732265086,0.00769114489351734,1.07863599568097,"ALCAM"
"A_32_P463538",-1.64703913661548,0.257159673249731,-4.34816657463071,0.000131610769836924,0.00784574013773137,1.07814142749989,"GRIP2"
"A_24_P160225",-1.68424835766806,-0.192154947238601,-4.26995664247111,0.000121900639164955,0.00751502574520343,1.07428206418857,"CXorf36"
"A_24_P5743",1.39126433943552,-0.224724785529485,4.2787576269719,0.000123234652993178,0.00752702946100991,1.07399261006315,"ALDH16A1"
"A_32_P47316",-1.25623983855322,0.727113948024574,-4.37736442617572,0.000135455853820981,0.0079055592873378,1.06647386666184,"LOC253805"
"A_23_P141315",1.33554996098418,0.0568107649908881,4.26624386374008,0.000123286524642273,0.00752702946100991,1.06378921816043,"NLE1"
"A_23_P44139",1.41159960985068,0.0658649616478527,4.2480215986395,0.000121566201483614,0.00750661394633508,1.055907091215,"PRIM2"
"A_23_P404730",-2.97235584707151,0.143048149671507,-4.45088227334575,0.00013468927276839,0.00790496762808162,1.05369220038467,"ARHGAP33"
"A_23_P149200",2.25782498116795,0.10457923601121,4.32565813803531,0.000133423644289853,0.00789176918815209,1.05328636210781,"CDC20"
"A_23_P360874",1.20454620719062,0.143353249411437,4.26076835730026,0.000125358572856959,0.00759240404360822,1.04832013155954,"LRWD1"
"A_32_P233688",1.58572176162192,0.28539880239469,4.33627094065558,0.000136153735580359,0.0079055592873378,1.04714447736142,"C20orf85"
"A_23_P423108",-1.71715588822335,0.259110654322458,-4.31046453469972,0.000132894921488928,0.00787277820833004,1.04618403944948,"TDRD10"
"A_23_P68547",1.11883189389885,0.305529940112397,4.26683718450845,0.000127752029684106,0.00768823881498917,1.04061461915479,"MCM8"
"A_23_P4074",1.51175438998108,0.132812325881295,4.28383317923042,0.000131537033841139,0.00784574013773137,1.03530259475101,"CFAP52"
"A_24_P920525",-1.64461263769306,0.576447342637834,-4.34454975215942,0.000140298328309464,0.00804730835026478,1.02766875973372,"SORBS1"
"A_23_P365738",-2.4076793438863,0.014216373993417,-4.36134763561742,0.000141635864115668,0.0080839844768539,1.02740076313545,"ARC"
"A_23_P112673",1.43880832884211,0.295134924361538,4.26929142096216,0.000131856174985168,0.00784575401645381,1.02206267909051,"ZWILCH"
"A_23_P413641",1.56487384217951,0.0963452484791553,4.23388535983024,0.000126989678094595,0.00765450978581635,1.01530906686517,"PREX1"
"A_23_P52480",-2.09224428750071,0.415581395563216,-4.33970154279476,0.0001422286744407,0.00808404579388869,1.01280427306331,"CYP2C18"
"A_23_P332439",-1.52735371703325,-0.0525950546095833,-4.28499002509881,0.000136840735849096,0.00793299642046274,1.00999099899653,"NUP58"
"A_24_P371670",1.36389823177716,0.696065374863196,4.30929534976872,0.000139867516990466,0.00803475308966138,1.00996190409681,"HNRNPA0"
"A_23_P43484",1.65453313894984,0.122756115164616,4.2551008104366,0.000132357949577278,0.00785323834158514,1.00894377903944,"CDKN2A"
"A_32_P197511",1.93119010697628,-0.0286919399903825,4.32151624177911,0.000142003841894411,0.0080839844768539,1.00872152114921,"FLYWCH2"
"A_24_P187131",1.48760071066187,0.636536442705617,4.37010069935269,0.00014678105781923,0.00824452892764191,1.00225437707851,"FRYL"
"A_24_P396650",2.25971862204187,0.0414243740170852,4.2862570056236,0.000142598359278555,0.00808404579388869,0.986142778472685,"RPS6KA1"
"A_24_P414733",1.88370239788543,0.0883993272211298,4.27490761842013,0.000140955416282201,0.0080727849742045,0.982675544209661,"DNPH1"
"A_23_P308974",-1.75233244258717,-0.0523525665983607,-4.24218489341316,0.000137614789012553,0.00794144156867875,0.97285755904116,"ADAMTSL3"
"A_23_P4764",-1.77143039954098,-0.18604617215849,-4.2804412437329,0.00014503142246106,0.00815834028366265,0.965709552733673,"INSR"
"A_23_P39445",1.66187980584289,0.231029117625536,4.22212724976981,0.000136158944311642,0.0079055592873378,0.960877403452049,"MEX3D"
"A_23_P145238",-1.68349103920644,0.177136066700428,-4.26692781758108,0.000144297920305916,0.00812914019387593,0.959420528982976,"HIST1H2BK"
"A_23_P436281",1.80940029340347,0.420642497699297,4.24574044026733,0.000141478402223823,0.0080839844768539,0.958618882134462,"HIST2H4B"
"A_23_P419764",-1.98402524303472,-0.0351077187707249,-4.29722733259342,0.000152178204835276,0.00840185725065969,0.945529545309043,"CCDC149"
"A_24_P270166",1.8533565067148,-0.0623786638743782,4.22861374217961,0.000143358467828986,0.00810028755479611,0.934978616961592,"OS9"
"A_23_P373475",-1.62746107463844,-0.0723016545139252,-4.22712380285,0.000144003165473614,0.00812460716631936,0.930822380731557,"AKT2"
"A_23_P218619",1.54387830604436,0.383131768299842,4.24509581193265,0.000147543771293422,0.00826288706767915,0.929205889915124,"MRPL30"
"A_24_P221745",-2.39956102652274,-0.0249852127872316,-4.32187653331428,0.00015808047865498,0.00861129779845534,0.928208821578616,"LOC440934"
"A_24_P299137",-2.12246904865932,0.116572091713041,-4.21777135046282,0.000142857801390131,0.00808404579388869,0.927077779959964,"FAM65C"
"A_23_P152949",1.29893596518645,0.106323767899698,4.26454826824432,0.000151890372953213,0.00840185725065969,0.923167447441288,"LRRC46"
"A_24_P376129",-1.73153587065893,0.206586249347842,-4.31745607581873,0.000160035710694849,0.00867051782760925,0.917109145990267,"WHRN"
"A_23_P83453",1.48730557700983,0.584675245210554,4.25964965549359,0.000154068022220866,0.00847798983233949,0.915145209188783,"SMARCC1"
"A_23_P379945",1.80332779834483,-0.247626115922431,4.23002600200198,0.000148278082520944,0.00829176286238804,0.913436076625398,"CCDC88C"
"A_23_P257956",1.50449047375828,0.236905818302134,4.22406352947795,0.000150940964612948,0.00839116676295502,0.898753685409886,"ILF2"
"A_24_P331655",-1.61474046651626,0.251502311670171,-4.24136471424972,0.000155538015073683,0.00852177500506305,0.889645251884985,"KIAA0895L"
"A_23_P152984",2.66486972442989,0.310685036924237,4.24817965826997,0.000159287643966817,0.00866460793882052,0.884574076453227,"ALYREF"
"A_23_P213069",1.05263187898465,0.184539978452431,4.21445667308464,0.000155330276477621,0.00852177500506305,0.870449794111181,"TMEM33"
"A_23_P123544",1.71073021371989,0.0422917973046393,4.19009130644685,0.000150165802416799,0.0083677103924414,0.869945718157622,"CHRAC1"
"A_24_P133822",1.13806644267386,0.300251547213322,4.24412518943726,0.000161173940279068,0.00868004086894967,0.868559044779785,"ELAC2"
"A_23_P77731",2.19988645163057,-0.39639697333772,4.1967934190886,0.000152241281088864,0.00840185725065969,0.868075629777839,"CRYM"
"A_24_P341985",-1.66244524936534,0.195131125194889,-4.24426532614065,0.000161108378698475,0.00868004086894967,0.867822572818524,"BCO2"
"A_23_P102160",-2.0091248374597,-0.350933825503097,-4.19623607177999,0.000152498625805498,0.00840382688777567,0.866509419868878,"RMDN2"
"A_23_P134477",2.05716751696198,-0.127296739781645,4.24919352462843,0.000166274128654125,0.00884167926198103,0.853607667608823,"C7orf50"
"A_23_P154155",2.0272426647803,-0.310734031906031,4.19870447803711,0.000156857600379239,0.00858167252637583,0.851637300418773,"MFSD9"
"A_23_P56316",1.16185357797549,0.394070456227395,4.21465672639909,0.000161447746629032,0.008682453710203,0.848398443281753,"TIMM13"
"A_23_P60101",1.67378780908546,-0.046785877926723,4.21540414384716,0.000161091443111022,0.00868004086894967,0.848074801907154,"ZNF696"
"A_23_P216517",2.11742635057737,0.0707050762717823,4.21369417718679,0.000161907744028812,0.00868702905462494,0.842204843781706,"ARHGEF39"
"A_23_P115022",1.09865164987425,0.343788718727988,4.21016811862971,0.000163603824515185,0.00874876643535785,0.836160967712214,"TMEM125"
"A_24_P845881",1.24032622049397,0.807372932120097,4.25644197108562,0.000170901389655987,0.00899938234363484,0.834309467993028,"C7orf50"
"A_24_P303874",1.48118258614977,0.634342440956573,4.28467296072295,0.000175300829266739,0.00912095141499661,0.834208166809645,"C9orf62"
"A_23_P145957",-1.55093415937289,-0.0938106237251631,-4.16882038303721,0.000155154649736899,0.00852177500506305,0.829086247008627,"TPK1"
"A_23_P119698",1.82706849775419,0.00566699492448442,4.20635327913938,0.000165458419083895,0.00882305274422898,0.825763483360782,"CD320"
"A_24_P247879",-1.08502414586345,0.192792797163886,-4.21608871709771,0.000167495118834689,0.0088640692100023,0.823674383958537,"PIGG"
"A_32_P124580",-1.50023013021456,-0.098521179572258,-4.17973958651665,0.000160311045976528,0.00867051782760925,0.820184958676538,"SAMD8"
"A_23_P46924",1.88955875993702,0.175094957676037,4.24845102411794,0.000174826945664187,0.00912029378379198,0.818860378216011,"BUB3"
"A_23_P138760",-2.23692165018239,-0.0453816253064865,-4.23763418770543,0.000171888006016119,0.0090387820528365,0.818544532689217,"CLCF1"
"A_23_P71558",2.06829489926065,-0.122133714552225,4.18707982677289,0.000162433170963343,0.00869843396031666,0.818060570675861,"RECQL4"
"A_24_P917015",-2.33062055747444,-0.11210568737591,-4.24834141241834,0.00017488140477968,0.00912029378379198,0.816056354329542,"DYNC2H1"
"A_24_P315306",1.48571674663544,0.990405577787898,4.2754061645945,0.000179870526555075,0.00924777809660796,0.809495932189064,"ITPRIPL2"
"A_23_P88489",-1.72400259776112,0.0870959031544206,-4.25781878453014,0.000179082818743788,0.00922781606210789,0.807207575211469,"CATSPER2"
"A_23_P39034",1.13472728730061,0.25102753933843,4.19054976074921,0.000166802780880042,0.00884967245990456,0.80638707731988,"SMARCA4"
"A_23_P45108",2.59977691162777,-0.31563109009315,4.18283575048722,0.000164516685214625,0.00878519099046096,0.806256596996661,"QRICH1"
"A_23_P69738",2.07198332645635,-0.421075071844101,4.18888798919047,0.000167630364075847,0.0088640692100023,0.799963946531392,"RASL11B"
"A_32_P204691",1.92597244761013,-0.38680657205125,4.20386673391825,0.000173595784905235,0.00907822150192702,0.788926213060651,"LOC105274304"
"A_24_P413884",1.8173606067093,-0.2283069568541,4.21155089260826,0.000177146301551902,0.00918785892891768,0.780439589152786,"CENPA"
"A_23_P126528",-1.6562343739134,0.431518988124571,-4.24756100925685,0.000184317557939239,0.00930521423662892,0.775156128047236,"KCNA10"
"A_23_P115842",-1.36424454699758,0.0207883532536654,-4.17789760774366,0.000173205762152586,0.00907064088322997,0.769708462621171,"CCAR1"
"A_23_P44581",1.18831939389539,0.101008458169779,4.21889727066404,0.000181385896686562,0.00925039999434683,0.769672158370308,"NOMO1"
"A_24_P294408",1.42330556200886,0.764742914585315,4.27631662757057,0.000189864600633885,0.00943294669949724,0.769633147911253,"PLA1A"
"A_23_P105264",2.02468033056717,-0.0829039431953892,4.16160433433747,0.00016935093985723,0.00894012509377222,0.769331965018829,"ETV6"
"A_24_P253003",1.85551672616122,0.00992830562399517,4.18335925120258,0.000177081129001352,0.00918785892891768,0.763152728026566,"WNT11"
"A_23_P50357",1.55557945937365,-0.0632140898960522,4.1656737829767,0.000173211584097128,0.00907064088322997,0.75982609065754,"ARHGEF18"
"A_23_P216889",-1.74835778032157,0.48704275597131,-4.24089838615275,0.000187798079966415,0.00938099657950813,0.758502493646577,"ANKRD20A2"
"A_32_P206899",1.64408898086704,-0.0616404846278747,4.2017909497589,0.000182227488020075,0.00925039999434683,0.757879411537374,"DNAH2"
"A_23_P6344",1.39740160941389,0.331094404558611,4.19970418794468,0.0001833323080399,0.00928018842059381,0.755610459900657,"SDF2L1"
"A_32_P110472",-1.27650580097904,0.411717884861002,-4.20149907682729,0.000182381623980118,0.00925039999434683,0.753626759876661,"IYD"
"A_23_P421587",1.51178658027904,0.506512455188983,4.1894141013134,0.00018109142398726,0.00925039999434683,0.749339152291715,"GDAP1"
"A_23_P118038",1.49176597230258,0.677752628447731,4.19551632293408,0.00018556940924469,0.00933113870305459,0.74448764158341,"NUTF2"
"A_23_P311346",-1.0925212020008,0.40919915070564,-4.18699418858858,0.000182377107966077,0.00925039999434683,0.74343119731863,"DENND2D"
